10ppb,1
100ppb,1
250ppb,1
500ppb,1
1000ppb,1
D1S1,2
D1S2,2
D1S3,2
D1S4,2
D2S1,3
D2S2,3
D2S3,3
D2S4,3
D3S1,4
D3S2,4
D3S3,4
D3S4,4
Pooled,5
