Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_
5044,,234.1895,277.9261,222.98,,,,,,,,179.8474,,,,,180.5674
5045,,129.918,172.612,,,830.3922,751.8042,734.2527,,587.4611,1164.2755,946.0004,,540.505,,510.6644,
5046,6038.0604,1289.461,787.3755,2213.9714,3345.6425,1016.2836,922.4115,969.1063,640.8221,805.8796,1019.5312,882.236,299.5843,1152.2743,1060.2153,1140.0415,443.7656
5048,,,,,,,,,,,,,,,,,
5049,,,271.7562,,,1235.1541,1411.9206,1654.3692,,,1818.8978,1713.4245,,1695.6447,1521.9718,1805.0101,379.9734
5050,,,,,,179.0216,,,,,222.2142,210.8471,,219.2988,,218.0595,
5051,,,,,,3442.9275,7952.4711,5919.0315,,3051.8305,6360.8881,4280.6247,,4278.9379,4197.4538,4556.2071,
5052,,,,,,285.0961,,,,,,300.2442,,,,,
5053,,,,,174.4547,,,,,,,,,,,,
5054,,,182.4649,,,,,,,,,,,,,,
5055,,,,,,2426.5263,527.5832,1109.486,,,,,,,,181.8691,
5056,,,,,,265.9852,,443.3634,,,,,,,,,
5057,,,,,,,,,,,,,,,,,
5058,,,,,,,,,,,197.7582,,,,,,
5059,,856.6543,1890.033,,,,,,,,,,,,,,
5061,,,,,,773.0433,665.9692,1083.8128,,,444.0798,345.1043,,,398.1642,674.3499,
5062,,,,,,,269.0788,,,,412.314,,,136.2375,,159.102,
5064,,137.1875,,,98.9109,,,,,,,,,,,,
5065,,868.7425,1068.6895,779.0402,,,,,,,,,,,266.7235,,
5068,795.4733,396.7188,337.4338,516.0569,,,,,,,,,,,,,
5069,,,,,,2895.3101,2632.2832,3079.9813,2603.9801,2470.2502,4046.9472,3533.9837,839.5367,3124.3601,2858.0347,3227.862,793.9412
5070,,,,,,,,,,,,,,,,,
5074,,,,,,767.643,,899.8985,,,,,,1483.6019,1303.8115,1155.5631,
5075,1992.9435,96.6778,,318.6157,1030.2462,,,,,,,,,,,,
5076,,,,,,,,,,,,,,,,,
5077,,,,,,,,,,,,,,,,,
5079,,366.3817,398.204,,,,,,,,,,,,,,
5080,,,,,,1073.1985,768.1562,724.7795,,,1270.7221,871.1124,,,,528.3576,
5081,,,,,,375.6145,,700.3369,,,516.924,,,1083.9691,1003.276,1397.7323,
5084,1441.7743,,,,724.0068,,,,,,,,,,,,
5085,2674.3645,,,548.6521,1242.2113,,,,,,,,,,,,
5086,3656.626,140.6428,,1092.6258,2010,,,,,,,,,,,,
5087,,430.2203,499.1619,390.4036,186.4582,,,136.4011,,,,,,,,135.7595,
5089,,,1079.9257,,,5630.4362,5327.804,6073.8525,2168.1223,4282,7310.981,6359.3836,1658.2653,6083.8255,5837.9983,6302.0275,1644.133
5090,1500.9055,,,208.7517,560.4066,,,,,,,,,,,,
5091,,,,,,881.4325,859.1325,998.3888,366.9736,734.8156,1170.7459,1055.6861,294.9525,1004.1088,946.5822,995.3496,
5093,,,,,,,1506.1555,1758.0378,948.8359,1231.5459,1901.3859,1888.7356,,1774.3964,,1848.6836,512.4886
5094,267.5867,,107.7237,,223.6594,135.0779,,134.5371,,,,119.3542,,,136.3531,,
5096,3156.1989,336.8863,174.5341,697.4616,1072.7346,,,224.7855,,,,,,,,,
5097,14400.584,1932.8088,,5174.7876,8378.933,,,,,,,,,,,,
5099,451.7598,,,123.3045,204.6618,,,,,,,,,,,,
5100,,,,,,,,,,,,,,,,,
5103,,,,,,,,,,,,,,,,226.8477,
5104,702.715,,,91.8903,409.0277,,,,,,,,,,,,
5105,121.0912,,,,,,,,,,,,,,,,
5107,590.6069,320.7737,,406.6722,462.1694,545.0621,,543.1382,,,553.1125,507.8672,,564.6743,582.4265,591.3217,
5108,,,,,,,,,427.1086,,,,,,,,
5109,,,,,,,,,,,226.462,159.106,,,,,
5110,,,,,202.9156,,,,,,,,,,,,
5112,,,,,,,,,,,,,,580.0889,,,
5114,,,,,,,,,132.6727,,,,,,,,
5116,,,,,,,,,,,,,,195.6789,,,
5118,,346.4624,,,,,,,,,,,,,,,
5120,4004.547,320.0864,,1006.3718,1754.2468,,,,,,,,,,,,
5123,,,,,,655.6352,649.1585,669.6551,,,654.7435,,,834.859,521.3261,691.9872,
5124,,,,,,,,,,,,,399.1002,,,,
5125,91.6761,,,,,,,,,,,,,,,,
5126,,,,,,,,,,,,,184.4267,,,,
5127,,,,,,11923.3756,10583.9782,12126.4009,10422.7749,9957.3976,14850.3399,13222.1916,4060.886,12247.5429,11349.7969,12753.5284,4005.2535
5128,,,,,,,138.1105,,,,,188.0014,,230.8359,,,
5129,,,,,,,,288.299,,,,,,,,605.9653,
5131,4002.6187,,,842.0971,1884.3516,,,,,,,,,,,,
5132,,,,,,,,,,,,,,,,,
5133,,,,,,212.0399,196.8913,,208.4932,211.422,270.6495,258.9949,,233.5822,212.836,234.4652,
5134,1009.2306,,,,559.7933,,,,,,,,,,,,
5136,14920.14,1743.5808,,4667.2544,8077.9336,,,,,,,,,,,,
5137,247.7897,,,,180.8397,,,,,,,,,,,,
5138,127.4744,,,,,,,,,,,,,,,,
5139,,,,,,,,161.5003,,,,,,,,,
5142,,,,,,,,,,,,,,,,,
5148,361.503,175.9882,155.6228,223.8559,256.5052,,,,,,,,,,,,
5149,,,,,,175.2923,,231.0049,,,,,,,,,
5150,,,,,,353.1831,304.926,342.3804,,,,,,427.1956,420.8081,,
5151,,,,,,,,,,,,,,,,,
5156,,,,,,,,,,,225.4039,,,,,,
5159,,,,,,272.4667,,303.7599,,,231.5509,,,1721.7454,265.2475,357.192,
5160,,,,,,,,,,,,,,227.017,,,
5162,,,,,,,,,504.3852,,,,,,,,
5163,,,,,,,,,,,,,,,,,
5166,,,,,,,,,,,,,,,,211.1497,
5167,4133.759,232.1799,,669.2044,1305.3419,,,,,,,,,,,,
5168,,,,,,,293.5773,,,,,,,,,,
5169,,,,,,,,,350.0958,,,,,,,,
5170,1550.0247,,,,,,,,,,,,,,,,
5171,,,,,,165.0178,,,,,,,,,,,
5173,,,,,,161.4895,,,,,,,,,,,
5174,753.3565,,,,,,,,,,,,,669.9841,636.8577,664.0761,
5179,,,,,,,,,,,,,,,,1587.8085,
5181,,,,,,,233.7866,278.5948,,,,,,,,,
5182,,,,,,,,,502.0897,,,,,,,,
5185,,,,,,,,,383.5215,,,,,,,,
5187,192.5832,,,,,,,,,,,,,,,,
5192,,,,,,,486.6689,361.9783,,,898.5862,148.7366,,,1293.4414,,
5194,2454.639,,,,1165.4058,,,,,,,,,,,,
5195,,,,,,,,,,,,,,,,,
5197,243.9135,,,,,,,,,,132.2965,,,,,,
5200,,,,,,,,,,,,,,,,259.3844,
5201,,,,,,,,,,,,,,,388.5255,,
5203,,,,,,,,,,,813.6152,,588.7931,854.8342,,,653.9401
5205,,1371.64,1675.0958,,,,,,,,,,,1616.9559,,,
5206,,,,,,,,,,,,117.6045,,152.7212,,,
5207,,,,,,,,,,,,,,,,,
5211,,,,,,,,348.1963,,,,,,183.4134,206.6096,204.7705,
5212,,,,,,,,386.7839,,,,,,,,,
5218,,,,,,,267.3955,,,,175.0058,,,,,,
5219,6627.119,236.2462,,1512.2123,3278.56,,,,,,,,,,,,
5220,298.7695,,,,,,,,,,,,,,,,
5223,541.5,,,,233.4418,,,,,,,,,,,,
5224,,,,,,,,,,,,,,,,131.8236,
5225,,,,,,,904.16,1399.8867,,167.9601,,,,757.4841,713.5397,859.9938,
5226,,1006.4657,1433.2039,,,,,,,,,,,,,,
5228,,,485.5906,,455.0944,,,,,,,,,,,,
5229,,,,,,,,,,,,,726.0289,,,604.3215,742.9778
5230,,,,,,,1536.9898,,,,,,,,,,
5231,,,,,,,160.4063,,,,,,,,,,
5232,,,,,,,1507.0075,,,,,,,,,,
5234,,,,,,366.649,328.8213,275.8372,,,,,,125.3601,,,
5238,,,,,,,,,,,256.1093,,,,,,
5241,,,,,,1193.6288,1149.1957,1670.6234,,,890.2764,295.7264,,749.2898,1194.9183,,
5243,,,,,,,,,,,,,,199.4849,,,
5244,,,,,,785.6644,452.7149,1418.1406,,,664.417,,,,370.027,,
5245,,,,,,685.2753,349.0829,609.5017,,196.9428,646.766,426.8452,,417.5433,409.4813,526.1819,
5246,12782.561,,,3020.7416,6182.0225,,,,,,,,,,,,
5247,,,,,,236.1831,,,,,,,,,,,
5248,,,,,,,,,,,,,,223.944,,,
5252,2762.9382,151.4421,,900.7939,1598.3945,,,,,,,,,,,,
5254,,,,,,617.9859,563.6789,378.9605,,,,,,,,,
5255,,,,,,805.4603,639.5786,1215.4046,,,774.3715,476.1837,,554.877,518.9841,406.438,
5256,6824.3594,,,1697.5366,3489.8618,,,,,,,,,,,,
5258,,,,,,,,,141.5437,,,,,,,,
5260,,,,,,237.3828,,,,,,,,,,,
5261,,,,,,185.6582,139.8082,,,,,,,,,,
5264,,,,,,,,,,,,,,,,262.6927,
5265,,,1017.9407,,,,,,,,,,,2342.3763,,,
5266,375.8757,,,,171.9406,,,,,,,,,,,,
5274,2459.9297,2009.2887,2209.3213,2362.3479,2216.9957,2600.8475,2155.2868,2652.2975,1727.8657,2074.6045,2778.9036,2436.8963,908.178,2913.0875,2698.1031,2958.5701,1127.5991
5275,,,,,,,,,,,,,,13287.2717,,,
5278,,1492.3217,1499.3237,,,1618.2544,,,1734.338,,,,,3156.4364,,,
5280,,,,,,,,,,,,,,,,,
5281,,,,,,,,1492.4836,,,,,,,,,
5283,69.4787,,,,67.8661,,,,,,,,,,,,
5285,,,,,,,,,,,,,,,,,
5291,,,,,,,693.6221,,,,,,,,,,
5292,,,,,,2010.0148,1897.6117,1671.7241,,1451.4685,3436.603,2468.9989,,2325.4116,2113.9513,2161.1703,
5294,,,,,,247.5559,204.2926,,,,,,,,,,
5295,,,,,,,,,,,196.8135,,,,,,
5301,,,,,,,,,,,,,,,,,
5302,,,,,,,,406.0548,,,231.8767,,,,149.1697,,
5304,,,,,,,,,,,,,,,,1609.4749,
5305,,,,,,,,573.6654,,,,,,,,,
5307,,,,,,,49.3243,,,,,,,,,,
5308,,,,,,,,,,,,,,,,,
5310,,,,,,,,,,,,,,,,158.6286,
5312,,,,,,245.5831,,,,,175.5015,,,330.9418,331.9169,403.9027,
5315,,,,,,,,199.4112,,,,,,,,,
5316,,,,,,303.3003,234.7984,,,,,,,,,,
5317,,,,,,,,784.7079,,,,,,,,,
5318,,,,,,,,,,,,,,788.1582,,,
5321,,,,,,,170.2401,2916.9171,,,153.4094,,,,229.6775,421.2866,
5322,,,127.9356,,191.0903,,,,,,,,,,,,
5323,,,,,,,,569.8738,,,,,,1109.6606,,737.2434,
5324,,,,,,,,646.0311,411.834,,,,452.8842,,257.9419,,236.1723
5326,,,,,,1941.3139,1939.6956,2461.5421,,1532.5299,3501.5021,2911.208,,2436.2023,2327.3404,2721.1855,
5330,767.7822,,,,421.8803,,,,,,,,,,,,
5334,,,,,,,,223.4722,,,,,,,225.8732,,
5335,,,,,,660.2129,652.3222,822.6784,,,1115.0751,958.4271,,789.2273,753.8331,923.2623,
5336,,,,,,654.6629,660.4881,867.6822,,,1183.5924,999.2676,,,822.5397,927.9991,
5340,,,,,,,,151.5793,,,,,,,,,
5341,136.6989,,,124.9788,,,,,,,,,,,,,
5346,,,,,,,581.3266,,,,1166.0478,,,,1538.1816,1980.5307,
5347,,,,,,,,,,,,,,3078.4054,,,
5353,,,,,,,,242.5388,,,,,,,,,
5355,,,,,,,,176.2886,,,,,,138.1983,168.6399,,
5356,,559.76,1072.7292,,,,,,,242.5802,,,,,,,
5358,,,,,,,,1232.4015,1188.5,1681.1095,,,,5721.6596,,1276.2685,
5359,742.6796,,,,,,,,,,,,,,,,
5360,,,,,,,,243.029,222.9514,346.3372,,,,1105.1066,,217.7546,
5364,,,,,,646.2396,635.4544,808.6196,,172.1327,573.2513,,,589.8731,762.2096,689.7929,
5365,,,,,,228.1485,,,,,,,,,,,
5367,,,,,,153.9719,,,,,,,,,,,
5368,,,,,,,,514.3051,,,,,,,,,
5369,,,,,,2865.7897,,3904.3885,2404.8455,,,,,19287.3484,,3750.7055,
5372,,,,,,,,1129.6015,,,,,,,,,
5375,,,,,,,,,,,,,,,,,
5377,,,,,,,,7367.5241,,,,,,,,,
5380,,,,,,439.7304,,,,,893.4668,,,,,,
5381,,,,,,1417.5304,,1870.549,,,1076.8868,,,1464.0977,1411.6563,1740.5144,
5382,,,,,,3800.7034,3554.8716,4485.348,1821.2613,3166.0759,5898.3328,5183.1594,,4380.653,4046.745,4773.0927,
5384,,,,,,,,,,,,,,,,,
5387,,,,,,696.8468,629.4719,,,559.6565,1025.4322,869.6493,,810.9481,701.4474,860.7496,
5388,,,,,,,,,,,227.5933,,,,,372.6905,
5389,,,,,,,365.6166,584.4975,,,359.2253,,,,258.0693,,
5390,,,,,,,,,,,,,,131.6638,,,
5393,,,,,,,171.7012,264.6132,,,,,,173.5091,,,
5395,,,,,,,,,,,,,,,,,
5396,,,,,,320.409,245.9135,,,,310.0799,167.5636,,,,365.8716,
5397,,107.3976,,,,371.8748,382.3649,429.9041,,,,,,,441.6184,459.7945,
5398,,4893.1002,7366.5201,,1681.5909,,,,,,,,,,,,
5401,,,,,,,,,472.7095,,,,,,,,354.5533
5403,,,,,,,,,,,,,,,,,
5406,,,,,,1777.0049,3031.8275,2581.0426,210.0805,385.3307,1650.7279,748.2813,,2647.3831,3544.0108,3111.9456,
5407,,366.2532,489.9418,,107.0804,,,,,,,,,,,,
5408,,234.1444,,,,,,,,,,,,,,,
5410,6671.4287,738.2517,107.8574,1910.8948,3486.6672,,178.8295,,,,,,,,,,
5412,,,,,,,,,,,,,,,,,174.7703
5415,,,,,,,,,,,,,,,,,
5419,,,,,,1358.8475,,,,,,,,,1464.7147,,
5421,,,,,,,,643.0066,,,,,,,,,
5422,,165.9333,210.6902,,124.0466,,,,,,,,,,,,
5424,2785.4146,307.62,,819.6558,1510.6725,,,,,,,,,,,,
5431,2043.8644,,,,,,,,,,,,,,,,
5432,,,,,115.848,,,,,,140.4657,106.1713,,364.191,,,
5433,,700.6565,800.9673,,,,,,,,,,,,,,
5434,,,,,205.6484,,,,,,,,,,,,
5440,,,,,,1111.9489,822.0464,1056.7869,200.5939,,885.2016,511.5124,,682.2007,724.5487,683.2847,
5444,,,,,,,,,,,,,,,,192.7743,
5445,,,,,,,,,,,,,,6486.7147,,,
5448,,,,,,277.6467,303.6147,401.3862,,,,,,294.9787,297.7717,,
5449,,,,,,1054.8278,667.1734,1280.1149,160.471,,342.4203,,,817.4524,742.8907,889.5232,
5451,,,,,,,,,,,,,,3258.891,,,
5454,,,,,,178.3455,,196.2198,,,,,,,,,
5455,,,,,,2813.4306,2387.3558,3085.6533,2792.2612,2416.4872,4065.6596,3498.7888,,3052.1364,2791.1295,3370.2803,388.8499
5459,,,324.8153,,167.1104,,,,,,,,,,,,
5464,31366.033,2874.0476,,8694.1898,15661.428,,,,,,,,,,,,
5465,,,,,,,,270.1065,,,,,,269.91,,313.9852,
5466,,,,,,149.2693,,,,,,,,,,,
5468,,,,,,,,435.3295,,,,,,,,,
5469,,,391.0357,,,,,,,,,,,,,,
5470,,,,,,,,,,,,,,168.0504,,,
5473,,,,,,1607.6111,2460.2602,1314.3307,225.8997,609.1181,,904.6988,,1619.99,,2434.6929,
5478,40851.543,,,,7071.641,,,,,,,,,,,,
5482,,,,,,,200.1143,225.6864,,,341.2617,107.0903,,221.5434,299.7957,356.2346,
5484,,,,,,301.5742,267.383,273.8157,,,,,,,,,
5485,,,,,,618.5008,,,,,,554.9719,,,607.8905,,
5486,,,7727.3702,,,,,,,,,,,,,,
5487,,,,,,184.6755,,,,,,,,,,,
5488,,,,,,228.9038,,,,,,,,,,,
5489,2584.6226,3141.4326,3254.7886,3442.1042,2686.9066,11185.7843,10693.8213,11321.1329,5965.9549,7759.9946,10476.7053,10241.3719,1993.4618,11022.3733,10751.6376,11350.0919,2915.9649
5492,,,,,,506.7074,,549.277,,,,,,,,,
5493,3657.9504,382.3315,,646.1163,1835.3589,,,,,,,,,,,,
5494,,,590.9665,,,,,,,,,,,,,,
5496,5650.2866,,,,1065.3341,,,,,,,,,,,,
5497,9787.537,,,,2983.3552,,,,,,,,,,,,
5498,210.1991,,,,,,,,,,,,,,,,
5500,,,,,,,,,,,,,,,,203.7798,
5501,,,,,,,,,,,,,,123.0064,94.8509,,
5502,1339.0956,,,,832.309,,,,,,,,,,,,
5505,,,,,,,,,,,,,,,272.4349,283.8169,
5507,,,,,,,,,,,,,,,273.0861,293.066,
5509,,,,,,497.1923,,327.8001,,,,,,224.8208,,697.7021,
5512,,,,,,,,,,,,,,,,,
5513,,,,,,1712.5129,1612.2257,1131.6673,,1333.1601,3493.0178,2378.0283,,1979.4922,1889.9197,2246.6777,
5514,,,,,,,,,,,,,,,,,
5515,,,,,,,,176.6538,,,,,,265.4247,,,
5516,,,,,,,,257.1849,,,,,,,,,
5518,,,,,,,,,,,,,,,,133.2684,
5519,,,,,,,,,,,,,,297.3975,,,
5521,,,,,,209.8811,580.2296,230.1057,,,650.0147,,,,552.4146,422.2893,
5523,,,754.5589,,,,,,,,,,,,,,
5524,,,,,,,141.6275,,,,,,,410.6884,,280.3358,
5525,,,,,,,782.5294,418.3657,,,1104.6208,,,,1635.0594,696.1447,
5528,,,205.7568,,,,,,,,,,,,,,
5529,,,,,,,,,,,,1434.9382,,,,,
5530,,92.9436,167.2962,,,,,,,,,,,,,,
5531,,,,,,,,,,,,,,2496.0107,,,
5536,,,,,,,,488.9362,,,,,,,556.9668,,
5537,,,,,,,,873.4813,,,,717.4639,,,893.6466,,
5538,,233.1424,,,,,,,,,,,,,,,
5539,,,832.8249,,,,,,,,,,,,,,
5541,,,,,,,120.7093,143.0107,,,,,,,147.1158,141.5005,
5543,54.3374,50.9671,140.2499,,122.7816,84.121,62.2164,73.3187,122.4151,55.8238,,,,211.8836,57.0446,115.1557,
5544,,,,,,,,550.7544,,,,,,,,,
5549,,15407.8595,17055.2625,,10922.3475,,,,,,,,,,,,
5550,,,,,,,,,,,3419.3372,,,,,,
5551,,,,,,,2723.3541,3358.3848,,,5615.8958,4202.6178,,,,4485.9138,
5553,,,,,,,707.8957,432.6449,,,434.8373,,,,,,
5554,15032.335,1663.5657,,4141.5234,8198.372,,,,,,,,,,,,
5556,,,1331.5623,,,,,,,,,,,,,,
5558,,,,,,,,659.6832,,,,,,,,,
5561,,,,,,,128.9289,,,,,,,,,,
5563,11026.376,,,2460.3652,5948.4683,,,,,,,,,,,,
5565,,9.5319,,,,,,,,,,,,,,,
5566,8735.329,909.1645,,2588.3606,4539.741,,,,,,,,,,,,
5568,4297.998,,,,2271.4543,,,,,,,,,,,,
5569,,,,,,,270.2486,,,,,,,,,,
5570,,,,,,555.1445,452.7552,,,,,,,466.0267,445.1265,458.1923,
5571,6631.624,,,,3581.2302,,,,,,,,,,,,
5575,,,,,,,177.5104,,,,,,,,,,
5578,,,,,,,,,,,,,,202.5216,,,
5579,,,,,,,,298.4236,,,,,,264.8326,,,
5585,,,,,,234.4914,,243.4166,,,,,,232.5205,189.862,,
5591,,,,,,,,,,,,,,,236.3761,,
5594,,,,,88.331,,,,120.5132,,,,,,,,
5595,,,,,,1471.1912,,1922.9805,,,,,,1467.3818,1364.2624,1665.9505,
5597,,,,,,120.7836,,159.9103,,,,,,175.2524,194.8533,,
5599,,,,,,,,,,,,,,,,138.5573,
5602,,,,,,,323.6529,518.0216,,,386.7387,,,,363.3205,,
5606,,,,,,,460.9803,,,,,,,,,,
5609,7624.8325,813.0039,,2309.8116,4016.0352,,,,,,,,,,,,
5612,155.8379,,,,,,,,,,,,,,,,
5613,,,,,,,,,,,,,,3365.8932,3080.1075,,
5614,,,,,,,,,,,,,,745.7238,682.6009,990.8034,
5615,,,,,,,412.7937,513.8297,,,,,,,,,
5616,,,,,,,232.1115,,,,,,,,,,
5617,,,,,,,,,,,,,,574.3744,,,
5618,,,,,,,,,,,,,,130.2481,,,
5620,,,,,,,,,,,,,,252.3641,,,
5622,,,,,,457.7901,,457.2535,476.0942,279.417,,284.2734,,1954.8557,,473.4634,
5623,114.539,,,,,,,,,,,,,,,,
5625,,,,,,,,,,,,,,455.8402,,,
5628,,,,,,,,647.5558,,,,,,,,,
5632,,,,,,,,,,,151.9787,,,,,,
5633,1269.7976,162.2094,,,715.3532,,,,,,,,,,,,
5634,,,,,,,443.1456,,,,466.0515,,,370.6707,446.025,,
5635,,,,,,445.4013,,,,,,,,,,,
5636,1813.9885,,,,898.9362,,,,,,,,,,,,
5639,300.2872,,,,,,,,,,,,,,,,
5640,624.0192,,,,,,,,,,,,,,,,
5644,141.1982,,,,75.6336,,,,,,,,,,,,
5648,9444.683,983.7415,,2840.3628,5011.3306,,,,,,,,,,,,
5649,,,,,279.8172,,,,,,,,,,,,
5650,,624.2061,1096.9831,,,,,,,,,,,,,,
5651,119.7075,,,,,,,,,,,,,,,,
5655,,,,,,,1778.3461,,,,,,,,,,
5659,,,,,,,533.9751,516.6003,,,857.54,229.0682,,230.846,,508.2068,
5665,46.1331,,,,,,,,,,,,,,,,
5668,,,,,,,,,,,4000.5379,,,,2508.0221,,
5671,,,,,,,123.798,,,,,,,,154.29,,
5672,,,,,,369.8354,,,436.4501,304.5493,,,,,,,
5673,,,,,,,,,,,,,,694.2095,,,
5674,128.6892,,,,,,,,,,,,,,,,
5675,,,,,296.644,,,,,,,,,,,,
5677,4157.569,,,1324.5053,2328.1409,,,,,,,,,,,,
5678,11899.344,367.5283,,1313.4955,5864.145,,,,,,,,,,,,
5679,,,,,,1058.2939,1036.6126,,,946.6954,3507.8741,2336.321,,1920.2131,1795.2294,2315.4346,
5681,1770.3857,,,,1210.1635,,,,,,,,,,,,
5684,,,,,,,,,,,287.105,,,,,,
5689,105.8224,,620.807,,97.0982,,,,,,,,,,210.4353,,106.9483
5690,261.9659,298.3785,,,275.4112,,,,,,,,,,,,
5700,,,,,,,,353.643,,,,,,,,,
5701,287.3217,,,,118.9726,,,,,,,,,,,,
5707,29040.871,,,1638.2204,9581.217,,,,,,,,,,,,
5708,5883.7935,,,1418.9691,2905.1953,2092.6525,1441.3467,2612.438,,,,,,,1352.4031,1445.6758,
5711,5764.037,,,1350.8721,2778.4966,2044.1578,1411.9286,2525.521,,,1079.3612,,,1387.0264,,1363.6219,
5716,1920.5157,,,,939.0183,,476.7839,,,,345.5764,,,,,464.6397,
5722,,,,,,,,,,,1148.1402,,,800.2987,762.6408,952.8527,
5724,6868.82,657.1916,,,3529.4124,,,,,,,,,,,,
5727,1664.9749,153.6572,,321.8004,818.4175,,,,,,,,,,,,
5729,,,,,,,208.2674,,,,,,,,,,
5731,13019.456,1242.3192,,3521.4959,6574.194,,,,,,,,,,,,
5733,261.3408,,,,,,,,,,,,,,,,
5734,4209.9634,340.4983,,1026.4289,2138.8801,,,,,,,,,,,,
5735,139.7848,150.4349,,,,,,,,,,,,,,,
5736,11167.357,,,,5779.706,,,,,,,,,,,,
5737,1535.7778,,,385.5955,673.3652,,,,,,,,,,,,
5738,,,,,,1895.6356,1618.0892,2435.5428,,,,,,2013.9897,1965.1177,2246.1874,
5741,,,,,,,,,,32.5017,,,,,134.0298,,
5742,,,,147.43,113.9754,,,,,,,,,,,,
5744,,,,199.0288,193.5581,,,,,,,,,,,,
5747,,,,,,,,,,,,,,,,,
5749,,,,,,,,,,,,,,409.1992,,,
5751,,,,,,,,,,,,,,1911.9042,,,
5752,,,,,,,,1061.2335,,,1403.0005,1298.7228,,1045.5531,,1243.2519,
5753,,,,,,,,,,,,,,1554.8159,,,
5754,,,325.0995,,,,,,,,,,,,,,
5755,11883.811,1161.9711,,3363.5751,6178.5063,,,,,,,,,,,,
5756,,,,,,,,,,,,,,818.9543,,,
5758,,,,,,,,195.8444,,,,,,,,,
5760,,170.7639,,,,,,,,,,,,,,,
5764,140.4727,,357.3197,,171.1916,,,,,,,,,,,,
5768,,,,,,,,,,,,,,,,,
5769,326.1162,,,,,,,,,,,,,,,,
5770,11193.121,1240.4562,116.1107,3600.0216,6504.034,,,,,,,,,,,,
5771,,,,,,423.1401,,,,,691.7142,,,506.3794,,593.0054,
5777,11979,1152.4777,,3191.0058,5979.2993,,,,,,,,,,,,
5778,,1298.126,1612.9442,1312.9369,638.4437,2386.6977,2261.465,2389.8478,2150.3914,2467.3709,2027.4697,2287.9387,1584.2588,2506.1041,2359.9788,2338.9928,1773.7437
5779,,83.3832,,,81.217,204.4657,196.3205,,,,,,,,,,
5781,3168.4023,258.9267,,,1377.3536,1081.5904,,1300.0329,,,,,,,,,
5785,3048.2874,,,,1356.9476,1076.5922,,1300.9491,,,,,,,,,
5786,427.0239,,,77.4317,189.6018,,105.0587,,,,71.8264,,,,,,
5787,17404.006,1937.676,171.7895,5097.1338,9401.848,,,,,,,,,,,,
5789,1041.8256,89.2715,,,449.4617,368.8429,,,,,,,,,216.8155,,
5791,1526.6364,,,330.1322,832.3501,,,,,,,,,,,,
5793,296.2761,,,,147.3499,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,
5802,239.8468,,,,,,,,,,,,,,,,
5803,49.0571,,,,,,,,,,,,,,,,
5807,598.8738,,,180.6123,386.0708,,,,,,,,,,,,
5813,,,80.8726,38.942,,,,,,,,,,,,,
5816,240.9842,,,,,,,,,,,,,,,,
5818,,,,,,,,,,,,,,,,,
5821,339.2558,,,,211.6177,,,,,,,,,,,,
5824,,,,,,189.8415,,,,,,,,,,186.3631,
5825,907.533,,,,496.9998,,,,,,,,,,,,
5827,,,,,,,,,,,,,,,,,
5828,,,,,,,,,,,,505.6966,,465.3726,423.8412,509.0182,
5832,9550.62,985.9954,,2686.2745,4866.175,,,,,,,,,,,,
5833,,,,,,,,,,,,,,,,,
5834,4025.8318,371.8196,,1115.8138,2047.4001,,,,,,,,,,,,
5835,,,,,,,,,,,,,,,,,
5836,317.402,,,78.4382,161.4885,,,,,,,,,,,,
5837,6348.894,,,1364.7442,3332.3645,,,,,,,,,,,,
5838,,,,,,,,,,,,,,,,1466.0821,
5842,,,,,,,,,,,,,,,,,
5844,,,,,115.7547,,,,,,,,,,,,
5852,581.1677,,,,,,,,,,,,,,,,
5853,345.4674,,,210.3211,,,,,,,,,,,,,
5854,128.5356,,,,78.9623,,,,,,,,,,,,
5855,,,,,,,,290.9032,,,,,,,,,
5859,,,,,,,,,,,,,,874.6069,,,
5860,,,,,,87.5353,,,,,,,,278.1547,,,
5864,66679.02,7524.5806,,19995.1022,34611.24,,,,,,,,,,,,
5869,10799.95,1140.4948,,3151.4352,5841.319,,,,,,,,,,,,
5870,1163.8876,116.7927,,329.2874,599.4227,,,,,,,,,,,,
5873,217.9708,,,49.1935,,,,,,,,,,,,,
5875,,,,,,,,,,,,,,,348.87,,
5876,1093.2919,177.831,,,631.2162,,,,,,,,,,,,
5879,,,,,,,,,,,,,,,,,
5881,,,,,145.1466,,,,,,,,,,,,
5883,,,,,,,,,,,,,,,,,
5884,209.5061,,,,114.8328,,,,,,,,,,,,
5886,,,,,,,,,,,,,,473.6721,,,
5887,,,,,,,,,,,,,,514.8461,,,
5888,,,,,,,,,,,,,,,210.7361,,
5889,,,,,,,,,,,,,,,,,
5890,1355.6282,,,,647.8017,,,,,,,,,,,,
5898,,,,,,,,,,,,,,338.4349,,,
5900,,65.6257,85.8824,,,,,,,,,,,,,,
