Feature ID,BlankSub Mean 45_T,BlankSub Mean 46_T,BlankSub Mean 47_T,BlankSub Mean 48_T,BlankSub Mean 49_T,BlankSub Mean 50_T,BlankSub Mean 51_T,BlankSub Mean 52_T,BlankSub Mean 53_T,BlankSub Mean 54_T,BlankSub Mean 55_T,BlankSub Mean 56_T,BlankSub Mean 57_T,BlankSub Mean 58_T,BlankSub Mean 59_T,BlankSub Mean 60_T
889,,636457,1129749,285892,936538.6667,748962.3333,423881.6667,465178.3333,,,,,,,560806.3333,238063.5
1891,,,181156.5,,,,,,,,,,,,562073.6667,
4703,,,,43265.3333,67042,,,,,,,,,,,
5289,22924.5,,,,28276.3333,28885,31606.3333,35870.5,34091.3333,34825.3333,28600.5,,37783,40166.6667,,36790.3333
3931,,,,,171769.6667,37019.3333,114602.3333,72150.5,34774,,,,42053.5,,,49548
4526,63491.5,,,,,,,,,,,,,,,
4806,36300,,33653,21750.5,56051,63905.3333,66908.3333,44279.6667,53264,49658,49866,48486.3333,58454,56990.3333,57682.6667,47205.6667
5345,,,,,,36106,,36926.5,,,,,,,,
5048,74157,29059.5,42492.6667,57319.6667,35555,37139.6667,44235,36165,29473,25306.3333,27987.6667,24978.6667,32900.6667,29732.3333,30548.6667,24275
3815,77692.6667,,84129.3333,57786.3333,151294,168595.6667,157301.3333,147815.6667,77635,62824.6667,93950.3333,102760.3333,85811.3333,78327.3333,110341.3333,73706.6667
1543,49000.3333,77727,50592,37090.6667,37442,53962.3333,45509,35874,44736.6667,33598,44031.3333,36544,224686.3333,54202,44069.3333,
5387,,,,,,,25326,,21877,,,,29077,17121.5,,
1349,170456.3333,,,40982.6667,240531,298826.6667,337649.3333,163257.6667,263557.3333,237329.3333,253033.3333,156896.3333,208426,200290,262638.6667,192693
1401,161825,,,48883.5,223472,269926.6667,293515.3333,172959.3333,228057.6667,198230.6667,205925.3333,142000.6667,202077,191848.6667,229598.6667,169781
5385,46649.5,,,,54460.3333,67588.6667,57674.6667,58322.3333,53062.6667,47631.6667,42911.3333,48703.3333,52627.3333,33975,45597.3333,38229.6667
4157,47165,,,,98126.6667,90262.6667,92087.3333,73006,58625.6667,47495,43151.6667,49188,55867.6667,33302.3333,42919.6667,41058.3333
4011,,,,,59891,96337,49439.6667,47486.5,,,,,,,,
5528,,,,,,,43265,47182.5,,,,,,,,
4664,33151.6667,30814,39941,57696,31200,34358.6667,41648.6667,42823,53929.3333,,,27253.5,43410.3333,33559,,
4446,91965,94941.6667,33431,90983.3333,32700,34498.6667,23995.3333,30059.3333,,,,,,,,
2680,,,,,,,,,,,,,,148578.3333,,
2670,,,,,,,,87708.1667,,,,97681.8333,,81792.1667,,
9,9071927.5,7358675.167,6305117.167,7305260.833,7095128.833,10538594.17,7290495.833,5674587.5,,,,,6492508.5,,,6084076.5
37,9083225.5,7367872.833,6316415.167,7316558.833,7139760.167,10549892.17,7268529.167,5685532.833,,5195816.833,,,6503806.5,,,6095374.5
383,12973131,,,11273131,11026435.67,14473131,11153735,9582529.333,8677110,,,,10392181,,,
615,13010109,,,11276775.67,11033439.33,14476775.67,11192514,9616411,8714015.333,,,,,,,
1797,240432.6667,85603,,101533.5,484453.6667,121726.6667,,1370678,212797,260111,404194.6667,195161.6667,459462.3333,915787,724987.3333,105005
1489,228328,201653,279425,270190,243699,271167.6667,258974.6667,330401.6667,240886,182704.3333,275707.6667,302210.6667,225279,173691,242291,274754.6667
845,235078,148662.3333,,97667,467959.3333,131801.6667,1624712.333,1367992.333,506634.6667,260111,217894.3333,254466.3333,458884,913629.3333,724987.3333,121090
4093,199246.5,,105398,,112997.6667,157537.3333,232832.3333,75987.3333,139730,130775,108259,75880,116974.6667,114311,128211.6667,93081.6667
4126,144071,,104692,,182826,157014,221813,108868,139861,131201,109841.6667,76486.3333,121838.3333,114138.3333,126882,94566.6667
2001,188130.3333,81110.5,118569.5,122876,144122.6667,209943.3333,112290.6667,113814.6667,123257,105539.3333,,159133,114210.3333,113745.6667,113727.3333,111781.3333
2854,,,,,,28692,37951.6666,,,,,,,,,
4650,,,,,,20664.8333,24185.8333,,,,,,,,,
5092,25331.3333,18231,18901.3333,25616.6667,20914.3333,30082,22535,17716.3333,14878.5,15847,,,16026.6667,15537.5,18665.3333,18178.3333
5364,,22241.1667,24301.8333,7705.1667,62016.5,28112.5,52637.8333,,12228.8333,23141.5,16528.8333,13099.1667,20276.8333,22080.8333,17675.8333,24300.1667
4004,40725.8333,,30294.5,32779.8333,55238.1667,85216.8333,63226.1667,65817.5,,,,,,,26697.5,26685.1667
3612,167994.3333,197161,126532,116736.3333,228955.6667,289686.6667,232239.6667,248322.3333,146924,116127.6667,101990.3333,98339,114534.5,94920.6667,128952.3333,101282
1641,126034.3333,155265.5,101809,60469.3333,202678,242039.6667,249501.3333,149926,194669,163333,186650,167612.6667,208494.6667,229278.3333,206450.3333,153614.3333
4900,,,,,76049.6667,,,19174,,,14124,,65289.5,,21660,17541.5
777,882984.3333,,,230078.6667,1374927,1817428,2071511.333,1247310.667,1506444,1289304.333,1459411.333,1071088.333,1386740.667,1488608.333,1541381,1140324
711,2348297.333,,,482711.6667,3343038.333,4139628.667,4695563.667,2575219.667,3750696.667,3352630.333,3727175.333,2503479.333,3010276.333,2986949,3409816.333,2613124.667
2997,9701916.667,,,,14200000,17566666.67,19633333.33,10321471,13066666.67,12596274.33,13166666.67,9246284,10595880,10891146.33,11900000,8899388
3164,9651146.667,,,,14066666.67,17433333.33,19433333.33,10242416,13000000,12551921,13100000,9183823.333,10537975.33,10851808,11866666.67,8847880.333
3018,2376588.667,,,608103.3333,3756808,4884652.667,5740199,3356908,3395790,3058065,3250112.333,2423593,3076457.333,3410110.667,3417696,2411992.667
3042,9657809,,,,14166666.67,17566666.67,19566666.67,10408402.67,13000000,12560849,13133333.33,9250346.667,10592158.67,10902219,11900000,8931473.667
4196,,94710,,,3709554.667,4810270,,,3366415.333,3032750,3224524,2407625.667,3047849,3373197.333,3384754,2392007.667
3527,,,,,,,,,,,,,,,,329188.6667
3329,122425.3333,,90931.3333,41014.3333,398534.6667,206179.6667,457482.3333,234333.6667,179663.3333,181174.3333,179062,70813.6667,175308,145078.3333,159800.6667,608598
3623,164083.6667,190834.5,122958,114806.6667,221436.6667,281309.3333,221167.3333,240940.6667,143241.6667,110409.6667,97470,97815.3333,112438.5,88480,124689.3333,95609
5306,40731.5,,17210.5,,30883.3333,30794.5,29033.5,,,,,,,,,
4712,29823,,,,64493,53527.6667,74594.6667,51921,32698.6667,28519.3333,51098.6667,39542.6667,31773.5,36583.6667,44329,42279
1518,165284.3333,,146024.3333,96949.6667,223374.6667,267801,274810.6667,205007.3333,251742.6667,182689.3333,254507,204349.3333,205724.3333,192214.6667,229660.3333,197947.6667
1871,150322,,46250.3333,,66472,132531.6667,65686,68705,92566,64836.6667,68703,61564.6667,93129.6667,63472.3333,60228,78812
5009,,,,,34109,36580.3333,37629,54073.3333,,,44612,51123.6667,,38572,31866.6667,53886
490,429715.8333,93358.1667,,,,124846.5,,185625.8333,77006.8333,,,,,,,
331,,,,,26526.3333,,113324,27006.3333,141335.3333,147479.6667,99791.6667,79711.6667,67375.6667,96723.3333,82841,117300
210,,,,,,,,,969201.1667,,,,,,,
263,,,,,26514.5,,113333.5,27015.8333,141328.8333,147489.1667,99824.8333,79765.1667,67385.1667,96780.1667,82850.5,106824.1667
4533,66166.6667,61430,54391.6667,80487.6667,49914.6667,71108.6667,,,,,,,,,,
4977,51048,61313,47004.3333,40869,42800,52078,47619.3333,35605,52767,43693.5,42352,35688.6667,37151,52731,40207.3333,32257
2658,,,,,,,,53035,,,,,,,97099.6666,
4230,56387.3333,58996,41721,45382,91287.6667,97894.3333,94337.3333,76162.3333,78970.6667,66566.3333,76950,92821.6667,113428,91206,77990,71898.3333
4278,,,35077,,76875.6667,60384.6667,75307,66185.3333,62028,52729.3333,49796,38465.6667,64663,52621.6667,39630.6667,117372
1179,60257.3333,,,,307187.6667,24797.3333,507166.3333,535731,475215,124846.6667,243293.3333,17547.3333,82800,80766.6667,275743,
95,1029761.5,1237934.5,824216.5,1770847.5,473271.5,1339959.833,1101796.833,258933.8333,373836.5,798561.5,851899.1667,301291.1667,500366.8333,748674.8333,721754.8333,337148.1667
1073,264034.5,,125917.5,,208747,237991.3333,375516,179443.6667,470850.3333,340786,335665,256324.6667,591935.6667,390013,328245,409455.3333
192,,,,54614.3333,417135,388435,477182.6667,302127,140437.3333,134321.3333,150136.6667,132481,138232.6667,145426.6667,205684.3333,129356.3333
21,,2002170.5,1898289.167,1742669.5,,1446176.833,1728803.5,,1033939.5,1079972.167,1499586.5,1027449.167,766463.5,881938.8333,1075461.167,884187.5
50,,1996723.333,1905234.333,1718361.667,,1438986,1709295.333,,1026181,1070674.333,1492335.667,953850.6667,762097,866950.3333,1060390.333,866814
178,,2004078.667,1909846.667,1766560.667,,1448609,1729124,,1033518.667,1079231,1500395.333,1032553,771251.3333,883960,1084990.667,885564
1603,231575.6667,,95535.6667,59136.6667,146972,224256,250652.3333,174151.6667,227328,108873.6667,123574.6667,222584.6667,221624.6667,147254.3333,176105.3333,219403
489,,87143,411309,,651807.5,389646.8333,685729.8333,37466.5,,338723.5,,304789,581242.1667,295854,284100.1667,476948.8333
460,,,,,508256,,,,,,,,,,,
2841,56369.6667,,22340.6667,,,22616,21793.3333,50637.3333,,,,,,,,20333.6667
3973,,,,,25031,,20672.3333,49210,,,,,,,,156431
4976,56151,,,,15693,19203,19228,,,,,,,,,
4317,49915.5,,,,64233.3333,82314.6667,93411.3333,66631.5,59921,45451.6667,50636.3333,44985.3333,67773.5,61268.6667,59249,41322.3333
5485,,10196.5,5005.5,7392.5,,10543.5,,,,,,,,,,
684,,,,,6813159,140641.3333,3127355.667,4977519.667,49944.6667,234874.6667,4722567.333,374615.3333,1316840,33852,2074252.333,2051287
5191,,,,,,44877.3333,,,,,,,,,,
1291,185351.3333,,77779.3333,42203.5,119301.3333,173231.6667,175413.3333,108026.6667,196883.3333,194071.6667,124434.6667,76784,185327.6667,172336.6667,120039.6667,128755.3333
1825,126016,,45427,50955,113091.3333,182660.6667,174501.3333,80896.3333,71326.3333,45508.6667,76830.3333,72269.6667,149766.3333,,55739.3333,
1628,,,,,,160641.6667,,,,,,,,,,
2874,35535.8333,20407.1667,17300.8333,10654.1667,18163.8333,11041.1667,19836.8333,6860.5,,,,,,,,
195,216772.3333,,201661.3333,69603,358016.3333,492795,531278,332777,244895.6667,220180.6667,249260.3333,186909,388434.3333,265287.6667,301623.3333,256018
1885,226357.3333,,,153986.6667,159004.6667,198995,140913.6667,151360.6667,89371,101943,117010,115234,151118,131564.3333,142076.3333,152512.6667
5152,,,,,31854.3333,34923.3333,38436.3333,31725.5,19832.5,,17656.5,,30590.3333,24926.6667,28612,33894.3333
5057,,,,,32024.3333,29711,37841,37357.5,19165,,16694.5,,26803.3333,23364.3333,27649.6667,31746.3333
3838,114682.6667,,73019.6667,46943.3333,135602.6667,113716.6667,113464.3333,108121,156419.6667,130056,167746,153775.6667,158780,121996.6667,128546,146078.3333
3321,329783.5,,249111.5,,357539,415322.6667,490632.3333,301966.3333,422738.3333,361472.6667,358385,314443.6667,410646.6667,389266.6667,293985.3333,317842.3333
3644,130093,,75999,,139544,185065,139887.6667,147674.6667,155013.6667,165911.6667,172136.6667,182086,101440.6667,215426.6667,107858,147854.3333
3434,60691.6667,,,,36830.6667,349617,50332,57556.6667,25113.5,,,31140,,,,
735,981635.6667,,,,6573481,8376458.333,9694369.333,6014453.667,,1521570,7319991,,,8170349,6907486.667,
661,5033653,,,1088262,8475391.667,11043704.33,12900000,7642398.667,8562956.333,7312316,9482409.333,6280636,8611563.333,9657028,9502698.667,6486235
1858,,,,,,,,,1511997,1519137.667,,1063944,,,,738979
4646,41022,,31106,25377.3333,48725,56372.6667,50441.6667,56463,24804,24824,35780.3333,34608.3333,,39335.5,34634.3333,34769
1861,154326.3333,230016.3333,95079,79198,199884.3333,248780,189021,152122.3333,,42818.3333,98636.6667,161244,,,88641,109687.3333
4671,33685.5,,,,40495.3333,48112.6667,53187,56257.6667,36604,33803.5,31171,38590.3333,37281,36136,35077,37876
2260,54944.8333,36315.5,38013.8333,29021.5,62788.1667,73319.1667,67369.5,53394.1667,29392.8333,21167.5,21475.5,24221.5,30478.5,28933.1667,30869.8333,29611.8333
4504,32966,,18509.6667,45485.6667,,54906,,24872.3333,,,,,,,,
903,,,,1414364,,,,,,1142167.667,,632712,,,,
757,,911471.5,1680306.667,1046582.667,2520394,1611543.333,393084.3333,1026888.333,,417397.6667,925185,600059,,,2158051.333,2001459.333
235,333003.1667,74506.8333,,,81505.5,119833.5,187439.5,172452.5,,,,,56663.5,46426.8333,,
2754,,,,,,,,,,,,,132515.6667,,,
4919,33182,35253.5,23040,66972,27263.5,31878,,,,,,,,,,
1297,225148.6667,,,64807,342026.6667,404889.6667,439719,307915.6667,390138,346228,375035.3333,292726.3333,338647.6667,391262.6667,396922.6667,337560.3333
325,125851.1667,,93213.8333,62773.8333,203157.5,228992.5,261013.1667,134731.5,251519.5,211930.5,219901.1667,158210.8333,,241586.8333,192626.5,173906.8333
532,59105,77706.3333,46416.6667,58541,25531.6667,28830.6667,26347.6667,26396,,,,,,,,20534.3333
5183,29303.5,,,,39134.6667,49026.3333,46983.3333,32931.6667,25467,39984,37401.3333,44195.6667,,50893.5,37409,37305
5341,,,,,,29824,22264,,,,,,35423.5,,,
3198,161529.6667,,149113.6667,72226.3333,581611.6667,795930.3333,895906.6667,318316,214782,204136.3333,148859.3333,340891.3333,115512.6667,254382.6667,347741,170726.3333
5295,,,,,34600.3333,34418,36310,22260.3333,20451,20888,20044.6667,26111.3333,27404.3333,25794,28051.3333,25097.6667
773,1250286,1612651.333,1050805,1344077,1137266.667,1342587.333,1203514.667,986237.6667,559591.6667,621857,593700,542396.6667,607970.3333,688142,595119.3333,561669
1067,316604.6667,,221305.6667,98698.6667,419411.3333,581136.6667,642221.3333,344882,430655.6667,400112.6667,435335,307731.3333,407410,394293.3333,453472.6667,329957.6667
737,2254068.333,,,639107.3333,3072385.333,3488131,3851285,2600770,2986592.667,2662849,2789521.333,2144405,2637881.667,2399738,2862390.667,2265253.667
4853,,,,,46512.3333,61453,59572.3333,67319,,,,,,,,
5160,,,,,66867.6667,51854.3333,68138.6667,50504.5,,,,,,,,
3243,387746.5,96821.5,85269.5,184125.1667,74212.5,,68626.8333,100079.1667,,,,,41792.8333,,,
4266,373704.5,99802.8333,86188.1667,177379.8333,75752.5,,76845.1667,108861.5,,,,,,,,
4665,365774.8333,87022.1667,79433.8333,164110.5,62334.5,,66147.1667,115783.8333,,,,,,,,
1602,168055,211959,81062.6667,198259.3333,69312,152319,32150.5,32368,,,,,,,,
818,1157953,1399472.667,470674.3333,1068536.333,525770.3333,462246,693312,702321.3333,177284.3333,91838.3333,90464.6667,148725.3333,171683.3333,181921.6667,119182.6667,286313
3345,,,,,,23735.6667,,557989.6667,,,,,,,,
1626,109435.3333,,82304,60100.3333,,198894,208301,133509,188252.3333,155110.6667,182506.3333,166944.6667,160571.6667,202501.3333,190298,160477
4937,,,22349,,29626.3333,38413.3333,47477.3333,34281,82194.3333,48659,45621.3333,36734,90515.5,55844.3333,62425.6667,30442.3333
4678,54057,,31412,,39971.6667,53138.3333,64230.3333,38153,82194.3333,59446,54992.3333,40451.3333,90515.5,65575,67987.6667,35159.6667
744,137107,,,,263142.6667,29505.6667,2921796.333,1495485.667,552698.3333,344346,226886,126408.3333,312534.6667,565534.3333,589797.6667,49430
874,72619,,,,185621,42022,2889410.667,1372844.667,541464.6667,344386.3333,165041.6667,117711.3333,,556144,592430.6667,59736.6667
3219,37004.6667,,,,53259.3333,,583251,292058.3333,101219.3333,59683.6667,35130,19976.6667,69716.5,95541.3333,101760,
3411,,,,24453,397283.3333,155181.6667,135333.6667,142757.3333,192667.6667,124959.6667,214857,167938.6667,,109609.3333,129130.6667,190060
4498,58403.6667,,,,,36133.6667,18976.5,,,,,,56517,,,
1651,79113,,57557.3333,28372,87972.6667,91105,110161,63182.6667,163495.3333,129607,115746,71694.3333,172885,118147.6667,104525.3333,110636.6667
4577,110375.5,,,,54534.3333,78350,74065.3333,51830,,,,,,34229.5,,
2847,,,,,33755,,41680.6666,,,,,,,,,
4472,32255.3333,18635.5,,28802.3333,,,,,,,,,,,,
5002,,,,,,,,,32271,33479,,,45517,29327.3333,,
3375,,,,,,21590.6667,,499261.3333,,,,,,,,
4985,,,36934,,63463.3333,40931.3333,59053.6667,43445.6667,59374.6667,37553,45313,,49347,38762,41389,58996.6667
969,,,,,,,,,83622,56040.6667,37309.5,,1034453.5,64196.6667,,
302,99075.6667,97770.6667,84054,,,,,,,,,,,,,
162,,,,,,169756.6667,,,,,,,89512.3333,,,
3737,111423.5,,,,49101.3333,84028.3333,46947.6667,43803,32380.6667,28127.3333,25429,30825,229526.5,33387,31605,
1872,222138.3333,116058,127097.3333,121664.6667,182367,256162,152633,179400.3333,166825.3333,128453,160789,175407.3333,131720.3333,113598,121687.6667,131300.6667
1624,102790,,,65135,140386.6667,174804.6667,206093.6667,98369.6667,148816.6667,136248,153914.3333,98025.3333,129399,124246,150447.6667,96113.6667
945,428659,,,106866.6667,588082.3333,706680,812474,454463.6667,578868,518271.6667,551191.6667,368141.6667,547374.6667,514489,593086.6667,395343.3333
5263,,,,,25649.3333,32130.3333,30127.6667,27151,,,,19944,,23392,,
3065,1012106,,,253873.6667,1445904.333,1781990.333,2122214.333,1084772.667,1152992.667,1094080.333,1079191.333,732540.3333,1042432.667,1017395.333,1139277,769671.3333
3176,423452.6667,,,98419,605893.3333,776882.3333,987398.6667,407300,513195.6667,510130.6667,531965.6667,327481.6667,423375,449346,511554.6667,326922
4555,38118,,46210.3333,21220,,27221.6667,34338.6667,31780.6667,,,,,,,,
727,,,,180837.3333,1745614.667,3405921.667,3776902,1102407.333,860996.3333,469272.3333,425492.3333,1059297,1247741.333,1012020,1903861,840402.6667
1366,197442.3333,,,52172.6667,294952.3333,348530.3333,394729,257266.3333,327734,302313.3333,311890,249712.6667,295029,326373,326347,286772
5405,,,,,,35198,,,,,,,,,,
3475,,,41108,,66349,137703.3333,171996,51620.3333,33531.3333,21748.5,16109.5,45200.6667,47698.6667,38486.6667,72653,32921.3333
1592,174104.3333,282671,179314.3333,164657.6667,176882,221655,220358,137222,215141,145426.3333,183038.3333,129171,140675.3333,194189,185959.3333,124048
1591,153174.6667,,135154.5,,186899.6667,345635,295940.6667,326563.3333,230195.6667,184286.6667,214163,220170,228708.6667,225349.6667,203799,225709.6667
4050,58987.5,,,,80609,91947.3333,92287.3333,51078.6667,49561,49331.3333,69303.6667,49178.3333,,75023.5,64976.6667,50504.3333
346,,,,216246.1667,241495.5,417420.5,252490.8333,,,,,,,,,
524,370322.5,,347235.1667,,434025.1667,605078.8333,540613.8333,235783.5,66840.1667,,,,,,,69588.5
1809,104551.6667,72926,88072.3333,51193.3333,151043.6667,125216.6667,134623.3333,106066.3333,37061.3333,,35721,37790.5,43381.6667,54055,44512.6667,
2313,107240.6667,81918.6667,65208.3333,108600.6667,74457,116107.3333,79385.3333,53461.6667,33680.6667,21740,34887,36322,48771,34042.6667,37709.3333,38189.3333
5675,,,,,18619.5,,,,23622.5,,,,,,,
4886,,,,,,66503,45912.6667,,,,,,38229.5,,,46809.6667
1514,113897,93915,147705.6667,86412,279013.3333,82487.3333,235166,77365,,70680.3333,93677.6667,114140,,87575,125117.3333,98858
907,,,1087852,86412,1082074.333,68502.3333,227866,77365,,80779.3333,93677.6667,114140,,87575,209979.3333,306218
1726,,,,,222200,,,185179,,,,,,,,119789
4276,81415.3333,,43175.3333,27489.5,91829.6667,71603,72754.6667,,,19692.5,22395.5,17231.5,,17185.6667,20853,
5000,,,,,39553.6667,18880.6667,44138,28066,20247,22376.5,25849.5,,19619.5,18373,,61616.6667
3735,142559.3333,,114365.6667,85969,193636,219782,216685.6667,160847.3333,199881.3333,187512.3333,202613.6667,194016,158087,217566,198551,172247.3333
1171,52588,,231311.3333,121266.3333,78261.3333,604726.3333,15465.5,415905.3333,,,402978.3333,46389.3333,81374.3333,259732.3333,479477.6667,168546.6667
1692,182626.3333,,,77848.3333,162298.6667,172530,172146.3333,135112,307607.3333,215211.3333,227144,153430.3333,270497.3333,197523.3333,194484.3333,218682.6667
4705,20950,,,,57577.6667,39435.6667,43955,35484,22004.5,17007,,,17771.5,26879.3333,,62266.6667
596,57919.3333,105165.6667,,176695.3333,44601.3333,64757.3333,47108.6667,,,,,,,,,
2603,133021.1667,208917.1667,108104.8333,219101.8333,104544.5,136665.5,132996.8333,85172.8333,,,92938.5,80141.1667,,119202.1667,75729.8333,89802.1667
433,87979.5,77154.8333,38151.5,,76058.8333,74822.5,129094.8333,83160.5,197043.8333,122908.5,112106.1667,98467.1667,156273.5,145971.8333,99439.8333,128125.1667
1353,178968,,110857.3333,98282,207455.6667,259360.6667,321712.6667,211368.3333,404457.6667,351089,284694.6667,272150.6667,295397.6667,386905.3333,260939.3333,298323
482,,,,,,,390506,,237612.5,226424,,296366,,235765.6667,258815.3333,
1609,47413.3333,,84469,,72202.6667,111569.6667,135848,59401.3333,83608.6667,65030,78941.6667,47421.6667,71514,85891,89046,57257
3687,,,169948,,252834.3333,164553.6667,232490.6667,147950.3333,231208,170583.6667,205854.6667,102591.3333,221522.5,172848.3333,123361,227498.3333
3854,,,134622,,193616,109423,169912.3333,107827.3333,156953,104982,130513,72709.3333,137304.5,111048.3333,78844,146963
1483,,,,,,,,,,,,,334782.5,,,
5299,35762.5,,,,,,,,,,,,,,,
1695,203967.6667,,,60563,226021,362448.3333,343527,181408,191928,261021.3333,183904,150887.6667,188444.3333,252024,215350,146085.3333
1289,115465.6667,155929,165507.6667,89954,129367.3333,146176.3333,191413.6667,108494,274874.6667,266189.3333,167261.3333,99133.6667,432645,255585,165011,
1059,1096384.333,,410666.6667,180566.6667,1115016,1186313.667,1436834.667,716815.6667,1924557.333,1199667.667,1322945.333,852244.3333,2032420.333,1406017.667,1131988,1322342.667
797,1118167.333,,514260,191623,1123858.667,1207643.333,1453375.333,755962.3333,1932366.667,1341601.333,1335158.333,860547,2044577.333,1419174.333,1139584.667,1333024.333
1036,1118167.333,,506789.6667,191623,1123858.667,1207643.333,1453185,755962.3333,1932366.667,1341601.333,1335155.667,860589.6667,2044577.333,1419174.333,1139584.667,1322851.667
1252,168124.5833,,,,180658.25,308622.25,278583.9167,222658.9167,234493.5833,196746.25,168003.9167,171893.5833,313165.9167,265013.25,159008.5833,213143.25
194,,,,,188962,201655.3333,243502,158766,206726,214385.6667,174891,136418.6667,65903.3333,47838,,243696.3333
2730,168617.3334,168910.3334,123638.6667,99365,142280.6667,151910,150941.3334,118606,51849.6667,,,,,,55410,
2926,99583.3334,163839,121374.6667,92305.3334,79181,,,,51969.6667,,,,,,53758.6667,
369,23229.6667,8881.6667,12763.6667,80413.6667,63454.3333,16430.3333,36764.6667,12084.3333,15036.6667,24252,21449.6667,,11002.6667,51522.3333,34963.6667,180508.6667
2128,,,,,77056.3333,75481,86082.3333,54791.6667,25777.6667,24985.3333,28430,29458.3333,23563,32363,41325.6667,27643
668,5205836,,,1314381.667,7743542,10433333.33,11733333.33,7156192.333,8250905.333,7142350.333,8182549.333,6141662.333,7659058,8535483.667,8523035.667,6257948
5020,,,,,19514.3333,25381.3333,26439.3333,22837.6667,,,,,,18153,,
685,24322430.33,,,5171533.667,34033333.33,40633333.33,45333333.33,28066666.67,36033333.33,33233333.33,36766666.67,26533333.33,30066666.67,30900000,34400000,26333333.33
654,24328015.67,,,,34033333.33,40633333.33,45333333.33,28066666.67,36033333.33,33200000,36766666.67,26533333.33,30066666.67,30900000,34400000,26300000
3108,,,,176673.3333,1057239,1123703.333,1339098.333,882180.6667,340026.3333,297599.3333,337746,351134,326315.6667,348045.3333,514072,339747
1827,125682,105643,103855,100002,,,86089.5,70037,98955,,82213.5,,152243.3333,,,
5161,,,,,,39116.6667,,47499.5,,,,,,,,
695,,,1360060.667,3009463,694142,469820.3333,1270056,,,,149935.3333,200976.6667,,47004,321726,83030
2006,,,,,,,,,,,,,,,,160404
5091,15762,,,,21384,35573,,,,,,,,,,
3714,132112.3333,89132.6667,113555,98585.6667,145487.3333,143835.6667,144105.3333,130315.3333,233880.3333,204822,210026.3333,195361,149762.3333,194716.6667,210176,196310.6667
4557,131821.3333,89132.6667,113555,98585.6667,145348.3333,143835.6667,144105.3333,130315.3333,233429,204717.3333,210026.3333,195361,149762.3333,194529,207568.3333,196059.3333
3040,,,,,,,,3004497,,,,,,,,
1490,157440,,,52665.3333,256640.3333,307180.3333,341028,236888,279089.3333,255038.6667,292928.3333,205479.3333,246828,257315.3333,300791.3333,226864.3333
4491,,,,,,83024,,,,,,,,,,
715,,,,,,,,,,,,,4220496.5,,,
4207,,,,,107661.3333,36104.6667,56899,49534.5,83363.3333,54772.5,65572.3333,30661.3333,99027,61126.5,43910,74767.3333
3261,,,52426,,151197,346064,571595,,58805.6667,47296.3333,33512.6667,81934.3333,50033,66399.3333,68223.3333,42826.6667
464,,,,,,71302.6667,89784.3333,,,,,,,,,
2109,68836,,65236.3333,27643.5,107535.6667,133184.6667,141271.3333,99013,102738.3333,92823,87762.3333,83632.3333,87505.6667,91423,99019.6667,77401.6667
4124,,,,,,,,,34952.3333,37536,,,,56036.5,,47667.5
4603,77710.6667,,,63594.6667,26793,50609,,42042.5,,,,,,,,
5041,38667,,82861.5,68884.6667,68500.3333,49815,53891,67539.6667,,,,,,,,
4778,78415,,,43701.6667,21571.5,44308.6667,26758.5,40517,,,,,,,,
4962,23776.5,,,,37208.3333,45331.3333,48684.3333,41615.5,,,,,,24484.5,22828.3333,18626.3333
5398,27682,,23444.6667,,33401,25928.6667,30036.3333,29480.6667,22765,18764,16377.3333,,20246,21399.5,19996,19612.3333
1351,402106.6667,260915,406835.3333,388930,504415,536068.3333,504562.6667,402211.6667,591640.5,542207.6667,561703.6667,546939.3333,516663.6667,540209,556759.3333,534835.6667
1773,433076.6667,292417,406835.3333,388930,510279,536068.3333,504562.6667,407779.3333,600748.5,542207.6667,567598.6667,546939.3333,516330.3333,540209,556759.3333,534382.6667
4376,44379.5,,62917.5,,55144,68449.6667,90121,38508.6667,55159.3333,49237.6667,52090,37123,53480,63011.6667,56529,37145.3333
3913,95262.5,,111400.5,,138598,158156.3333,149518.3333,88702.6667,139395.6667,137760.6667,135886,80266.6667,107785.3333,140585,136054.3333,81087.3333
4516,121791.5,,111384,,138635.6667,139709,67579.3333,,55544.3333,106275.6667,77320,52347.6667,67201.6667,140460.6667,135995,34578.6667
1645,,,,,252683.6667,,,,,,,,78559.5,,,
2886,41701,15460.6666,13392,7937.6666,19839.3333,29466.3333,44177.3333,23944,6767.3333,5830.6666,11716.3333,9747,5218.6666,10092,12142,7231.6666
1202,161394,141905.6667,157799.6667,111516,173067.6667,155953,205938.6667,141239.6667,336455.6667,272083,225411,165310.3333,392895,206393,205795,270856
1880,70122.25,108619.75,,,153714.25,119415.25,118662.9167,92538.9167,73000.9167,67135.5833,87053.25,,96230.25,,76795.25,72563.25
2257,,,,,58625.3333,81351.3333,90534.6667,54182,88466.3333,72774.6667,70560.3333,50141.3333,136020.3333,80853.6667,61898.3333,76880.3333
961,112544.6667,,121327.6667,72936.6667,178170.6667,188249.3333,270235.3333,170949.6667,364982,298562,265328.6667,160605.6667,,311580.6667,219902.3333,365381.6667
4388,70880.5,,55884,,81176.6667,116394.6667,87511.3333,46403.6667,86116.3333,110544.3333,86560,32113.3333,78812.3333,42960.3333,69259,91870.3333
