Feature ID,BlankSub Mean 45_T,BlankSub Mean 46_T,BlankSub Mean 47_T,BlankSub Mean 48_T,BlankSub Mean 49_T,BlankSub Mean 50_T,BlankSub Mean 51_T,BlankSub Mean 52_T,BlankSub Mean 53_T,BlankSub Mean 54_T,BlankSub Mean 55_T,BlankSub Mean 56_T,BlankSub Mean 57_T,BlankSub Mean 58_T,BlankSub Mean 59_T,BlankSub Mean 60_T
2318,,,,,,,,,74591.3333,,,,,,,
5328,,,,,,,,28451.5,,,,,,,,
627,244307,158389.5,178635,216737,331657.6667,381828,201447.6667,219088.3333,,108016.3333,189730.6667,,201980.3333,128667.6667,224925,226278
3011,3868791.333,1700766.5,,1306650.333,300919.6667,928941.3333,59494.3333,,,,61359,85661.5,,,,
5677,,,,,,18067,23006.6667,,,,,,,,,
1762,168827,166960.6667,140543.6667,207624,157824.3333,259097.3333,152079.3333,129660,81971.6667,74228.3333,64763.3333,79483.6667,113541.3333,71770.6667,74515.6667,75436
2212,192363.6667,194394.3333,135172,215255.6667,164272.6667,262149,143940.6667,120757,77248,71003.3333,61531.6667,72745,110341.3333,75884.6667,70421.3333,69090.6667
4390,67981.6667,,,125463.5,,,,,,,,,,,,
2121,161466,117611,177708.6667,160866.6667,136168.5,205038.6667,108487.3333,107035,194272.3333,172162.6667,167168.6667,204245.3333,109318,136747.6667,153060.3333,179092
1475,280957,360686.5,274873,232921,300979,304294.6667,280553.3333,236503,249321,195601.3333,227756.6667,208798,242585,188195.3333,238906.3333,208756.3333
2514,69403.5,208784,50513.5,29922.5,187310,88858,,41799,185994.3333,,,,,,,
2157,,192850.5,192347.5,214494.6667,258179,384229.3333,193325,295699,,150156.3333,142673.6667,212308,180108.5,,189151.5,149834.3333
2055,308030.6667,,,303740,398558.5,436769.6667,293405.5,356592,361026.5,189579,,263594.3333,287396.5,,,
3758,71053,,,,,66024,,121291.5,,38263.3333,70356.5,,40451.5,,,49801.6667
4281,104429.3333,,52246.6667,107686.3333,37407.6667,81283,,64219.5,29655,17723.5,18696,27412.6667,38484,26463.5,27388,27403.6667
5239,101675.3333,,52246.6667,106746,32824.3333,79603,,64282,29605,17723.5,19288,27412.6667,38897.6667,26170.5,27388,27438
4691,5196850.333,,,1387734,270051,1037929,85292,,,,89159,,,,,
3020,5196850.333,,,1387695,270051,1021397.667,85292,,,,89159,,,,,
3258,5196850.333,,,1409339,270142,1038170,85292,,,,89159,,,,,
3886,65709.3333,,,58986,14402.5,12748,,,,,,,,,,
2172,104390.5,,77227,,101169.6667,151504,116991,74266.3333,46948,49170.3333,46207,47805.5,36975,,56978.5,37118
5039,55773.5,,,,,,,,,,,,,,,
4005,85923,,,160394.5,,,,,,,,,,,,
3661,133903.3333,171191,168757.5,163323.6667,,190753.3333,,307016,302615.5,54908.5,158888.3333,,,,121522.6667,
4171,120871.6667,84348,71104,111961,54143.6667,112492.3333,31749.5,72737.6667,49752.6667,33848.5,39155.3333,46538.6667,59652.6667,51799,52617.6667,53586
4102,222422.3333,67022,,72090.3333,,46730.3333,,,,,,,,,,
4970,52544.6667,,,141858.6667,32442.5,101785.3333,,38191.5,,,,,,,,
4336,,,,,,,,106956,,,,,,,,
4972,,,,,18684,32130.3333,30531.6667,16652,12963,14948.5,11319.5,,,19036,13614.5,
5101,36771,,,,,42530.3333,24273.5,24527,,,,,,,,
5772,48468,,,,,27785,40416,23255,,,,,,,,
4792,42162.3333,,36712.3333,51524,31040.6667,48627.3333,,58303.6667,19214.5,,15688.3333,19443.6667,32430.3333,25728.5,29268.6667,30681
5177,,,23624.5,46025.3333,,41902.5,,,,,,,,,,
231,403190.25,,180072.25,251823.25,,154395.75,,,,,,,,,,
3382,352250,51981.5,,66888.5,,71611.5,,,,,,,,,,
3565,236462.3333,55210.5,,49836.3333,,46273.3333,,,,,,,,,,
3682,,56273.5,,78504,,,,,,,,,,,,
4077,57747.6667,,24520.3333,63895,28092.5,93961,,29087.3333,,,,,23135.6667,,16513,
512,,,241539.5,269358.8333,326357.8333,372255.1667,,360361.5,348566.8333,192110,247687.1667,223498.1667,232150.8333,222223.1667,258462.1667,258790.5
1978,147523.3333,184396.5,147713,139132.3333,164307.3333,161015.6667,149667.3333,137769.6667,135408,111721.6667,124713.3333,125499.3333,134135.6667,101554.3333,133154.6667,125263.6667
1100,365202.3333,96165.3333,83004,97692,136974,110318.6667,94042.3333,,548769.3333,,39448,49873.6667,112713,,43314.5,83084.6667
2103,,,,223917,131794.6667,132693,,269551.5,156446.3333,62883.3333,,103062.3333,147707,147003.6667,109845,95410
4449,,59480,33071.3333,70471,20472.5,52536,,,,,,,,,,
5538,30748.3333,,,22576.3333,,21851,,,,,,,,,,
4563,,134385.5,,123999.3333,,113376.6667,,,,,,,,,,
4083,617792.3333,135262,,124592.3333,,115072.6667,,,,,,,,,,
4094,114479.6667,,,27148.5,,30288.5,,,,,,,,,,
5125,,134385.5,,124006.3333,,113401.6667,,,,,,,,,,
3301,615632.3333,134871,,124584.6667,,115052,,,,,,,,,,
4217,89378.3333,,,21784,,21648,,,,,,,,,,
1866,110534.6667,122076,75092.6667,170337.3333,65393,116875.6667,23456,,11708.5,,,,,,,
5577,15834.6667,23791,,16990,,,,,,,,,,,,
5245,49788.5,,44172.5,32348.5,,77120.3333,50475,74840,,,,,,,,
1462,,,,,81994,,,,473786,,,12253.6667,,,9119.5,16519
5520,50127,,,34864.5,,38167,,,,,,,,,,
1893,78690.6667,,,96435.5,111956,89510.6667,98729.3333,82257.3333,,,,,109435.3333,,,
3785,202767,,,42261.3333,,39027,,,,,,,,,,
3956,187003,,,29844,,26828,,,,,,,,,,
5340,,43761,,,,,,,,,,,,,,
633,177089,,,177477.5,228560.5,207444,,195968.8333,153502.1667,72863.5,126316.5,116246.8333,,124515.8333,190031.5,171278.5
577,218813.8333,,259756.5,233526.8333,365004.8333,375633.1667,293185.1667,396591.8333,221628.1667,,170040.1667,,,189375.1667,250892.8333,203700.8333
4888,57534,,,,,45191.5,,,50189.5,,,,,,,
4215,100769.5,,,,,61832,,,,,,,,,,
4988,,,,24984.3333,,,,,47184.5,30528.6667,,,,41121.6667,,29606
616,140164.75,,,170647.0833,297645.75,210095.4167,192556.25,230077.4167,159235.75,,124999.75,,185902.0833,129157.0833,173732.4167,
5244,56160.6667,,,,,,,,,,,,,,,
4660,66884,44150,,45359,,,,,,,,,,,,
3707,164877.3333,44150,,45359,,,,,,,,,,,,
5641,,,,,,,23726.5,,,,,,,,,
2134,,,,,,,,101740,,,,,,,,
4122,85320.3333,,65895.3333,35877,100980.6667,85428.3333,107553,101327.3333,128081.3333,126615.6667,114541.6667,95861,102790.3333,99034.3333,102960.3333,97910.6667
707,,44335.6667,24966.3333,21603.3333,,36559,84860,,,9035.5,,,8469.5,,17001.5,
638,37289,42781.6667,37676.6667,,,46894.6667,49467.6667,,,,,,,,,
246,,281090.6667,231304.3333,178293.3333,,363396,191879,,,,,,30753.5,,49851.6667,
623,222793,,175485,216417.3333,270223.3333,253955.3333,183230,256848,264270.3333,136202.6667,194155.3333,136927.3333,153778.6667,185299,228377.3333,230112.6667
2190,116066.6667,106323,109352.3333,116831,138726,142878,119988.6667,122313.6667,113412.6667,99326.3333,104921.3333,104396,107575.6667,84143,111262,109648.3333
2663,,170385,,,341804.3333,,262586.6666,,,450411.6666,329787,230244,796803,330354,233904,
2650,,,,,,,,,,591861.3333,551640,,358756,614038,,
4680,62503.3333,70075,51645.6667,54801.6667,24688.3333,40256.3333,25883.6667,51066.5,,,,,,,,
3337,346834,115953,,116160.6667,,69683,,,,,,,,,,
4968,,,,73272.5,,,,,,,,,,,,
1187,577103.3333,739989.5,572001.3333,518955,634436.3333,622176,581641.6667,514196.6667,524545.3333,428430,487158.6667,473579,523092.3333,389146,508425,451130
3925,152242,99479,97972,146903.6667,69805.3333,126938,20498.6667,89064.6667,42992,26543,38689,55867,72877.3333,40965.6667,54308,56201.3333
4837,88488.3333,32260.5,22778.6667,,22358.3333,33884,,31561,,,21956.5,28904.3333,39444,,27518,30209.6667
3439,301631.3333,86927.5,,74820.3333,17112,57599.6667,,,,,,,,,,
2435,58738.6667,79364,57381.6667,73122,62663.6667,79090,80537.3333,57408,65500.3333,69618,56428.3333,59529,39159.3333,63625,49609.6667,45226.6667
1984,93118.3333,,72294,72435.3333,93910.3333,127887.3333,107257.6667,80592.3333,65500.3333,69532.3333,56428.3333,58841,44952.6667,63625,56187.3333,45074.6667
1558,108574.6667,132592.5,76962.3333,72773,84651,116720.6667,88832.6667,,,40539.5,,,325083.5,,43940,
3684,,53332.5,61512,59140.6667,76743,85160.3333,,93116.6667,145450.5,72691,133360.3333,148033.6667,155920.6667,203020.6667,246465.3333,290283.3333
3770,138766.3333,131673.6667,61807,135963,62824,83143.6667,57575.6667,59561.3333,,,,,,14391,,18874
3855,184596.6667,,126703.3333,181194,89285,166788,38020,119754.3333,66634,49948.3333,59196,75006.3333,99075.3333,66688.6667,85044.6667,81653.3333
4294,139153,85250,,85115.6667,27151.3333,58840.3333,,,,,,,,,,
3660,228579,86283.5,,70146.6667,28687.5,59325,,,,,,,,,,
3096,,377421.5,,274528.3333,30011.3333,128624.3333,,,,,,,,,,
2479,88336.6667,134604.5,71616.5,104183.6667,108626,114786,75106.5,87131,80245.3333,70155,67437,78579,106784.5,72930.3333,84753.5,92617.6667
2291,219568,,194511.5,208013.3333,270367.6667,259937,,,268204.6667,,216583,158961,,221087.6667,233192.5,235038.3333
4513,,,,15783.5,,55462.3333,,18527.5,,,,,,,,
4996,22187,41994.5,40644.6667,35080.5,47721,36399.6667,72152.3333,43308,61482.5,41529,92061,90494.3333,90279.3333,84422,104755.6667,89175
4123,22187,41994.5,40457.3333,35085.5,47721,36399.6667,71609,43308,61421.5,41625.6667,92061,90494.3333,90279.3333,84422,104755.6667,89175
3215,612482.3333,179312,,167028.3333,50212.5,159144,,,,,,,,,,
2813,81093,34847.6667,47968.6667,35047.3333,58732.6667,75161.3333,73205,121223,94745,79689.3333,98260.6667,114758.6667,141661.6667,97522.6667,113453,108106.3333
3451,287811.3333,95730,,90172,28814,57586.6667,,,,,,,,,,
3766,,,,,,,,,33586.5,,,,,,,
5173,58207,,,,,63290,,,,,,,,,,
4165,132110,,,,,,,,,,,,,,,
2115,120923.3333,148018.5,114532,113606,133223,129706,118196,114828.3333,108697,88311,100212.6667,100975,104419,79616,108017,101519
277,,,,,,,,10833.5,214642,190407.5,,,46008.3333,,,95686.5
251,440688,,,,253822.3333,355879.3333,,380072,317791,,,,,,,
4356,73038.5,,,,,,,31654.5,61497,37373,,,,,,
5105,69241.6667,,,,,,,,,,,,,,,
5325,95832.5,,,,,,,,,,,,,,,
4857,,,,35960.6667,,34595.5,,,,,,,,,,
3666,274366,,,71799.5,,,,,,,,,,,,
3856,171602.6667,80230.5,,59241,,33113.6667,,,,,,,,,,
5774,,,,,,13706,17552.3333,,,,,,,,,
932,,,,,1490394.5,2244873,,943697.6667,,315957.5,,857857.5,580566,368076.5,,
5252,34472.6667,41466,41351.6667,64621.6667,37198,49846.3333,41578.5,42070,,,,,,,,
435,270736,56366,191568,215630.3333,353338.3333,357706.6667,230495,318797.3333,275486.6667,127301.6667,244770.6667,164669.6667,194620,205078.3333,266131,247373
440,293552,,,28747.3333,82820.6667,131737.3333,,131975.6667,92773,128046.6667,28288,59268,71982.6667,70127,23945,82630.5
2619,558054.6667,,,178215.6667,272666.6667,396270.6667,48589.5,402922.6667,399175.3333,320265.6667,,277423.6667,320890.6667,400254.5,186637.5,
4729,120105.5,,,,,,,,,,,,,,,
4422,105744.3333,,,,,,,,,,,,,,,
5594,,,,,,,,,23783.6667,17766.6667,23702.6667,21235.6667,13226,16995.6667,19862.3333,16759.6667
4848,39567,,42787,,46730.3333,54829.3333,21890.3333,23327.3333,50274,52843.3333,56028.3333,41779.3333,45411.3333,40342.3333,47849,45543
5673,33441.5,,27702,,19968.3333,25069.6667,30636.6667,19158.6667,18970.3333,31256,17156.3333,39559.3333,30338.3333,27933.6667,19744.6667,
423,265622.3333,,,31221,81199.6667,135006.3333,,162544,108064.3333,130355,21990,60847.3333,96649,69229,30337.3333,84429
1977,,,,,,,,152187.5,82669,133078.5,,,50312.3333,,,
4443,63172.3333,,44846.3333,89229.6667,34810,62518.6667,,46204.3333,28561,,,30527,38025.3333,,28640.3333,30960.5
2614,323322.25,,240270.9167,219794.5833,339383.5833,333818.25,263220.25,366112.5833,302962.9167,142869.5833,239625.25,184667.9167,218981.9167,228310.9167,245840.9167,311628.25
3812,150241,,,,,,,,,,,,,,,
1521,93667,,,,,,,,,,,,,,,
1757,,175613.6667,,,53732.3333,,,,,26797.3333,,,,,,
1141,298805.3333,327870.3333,227267.3333,176465.6667,207290,422929.3333,299750,118381,42635,30053,32698.6667,31450.3333,51832.6667,,68234.6667,23172.6667
1907,61533.3333,,,125218.3333,64062.6667,78329.6667,107450,76530.3333,120128.6667,109025.3333,59690.3333,61359.6667,144189.3333,89178.3333,63767,112058.3333
5110,84531,,,,,,,,,,,,,,,
900,1237139.667,,,269545,416749.6667,1008702,107354,637402.3333,839744,716784.6667,143020.3333,291088.3333,647413.3333,426648,176742.6667,439789.3333
3285,579327,686939,491982.3333,507917.6667,252694.6667,395693,286497.6667,347305,,46024.6667,87004,136643.3333,128811,,115001.3333,88240.3333
5286,32380,,,,48776,,40784.5,44728.6667,37889,,36016,36945,37154,27645,,31826
4675,,,,44973.5,,,,,,,,,,,,
2009,110821.6667,,,93562.6667,28390.5,39032,,,,16406,21773.5,28543.5,20152,,16066.6667,17852.6667
4541,92713,,,,,,,,,,,,,,,
1707,132366.6667,,,144243.5,77710.6667,144376.3333,95569.6667,93097,,,,,,,,
4958,48192.6667,,36999.6667,55859,25280.3333,49804.6667,,58403,29252.5,,,17741.3333,31263.6667,29160.5,29431.3333,27816.6667
980,814997.3333,1025131.5,800866.3333,750363,898555.3333,889953.3333,827411,750494,719084,592521.3333,687027,688701.6667,731005.6667,520727,715458,664493.3333
1816,206141,,,,,,,,,,,,,,,
1959,279861.3333,,187385.3333,255603,232922.3333,394396,238068,267446,131178.3333,133397.3333,108220.3333,118204.3333,108491.3333,101729,117893,98742
2424,70616,111396.6667,85020.6667,,101626.6667,90417,,86873,82341,64690.6667,58664,68500.6667,51018,71836.6667,84415.6667,65345.6667
3869,68004.3333,,,41628,151989.6667,109904.6667,137095.6667,139486,62467.6667,45497,66675.6667,69052,60767.3333,78081,74190.6667,80497.3333
3397,131376.6667,,,114336,,171147,,198887.6667,,,,,,,,
4838,,,,,,76845,,,,,,,,,,
4363,,,,103630,,77657,,,,,,,,,,
2222,,,,,,353920.5,293994.5,312985,395496.5,,,,,,,
4641,55700.3333,,,28227,,31851.5,,,,,,,,,,
4967,151280.6667,75322.5,,62919.5,36194,55557.6667,,,,,,,,,,
3642,154588.6667,125582.5,,96103.3333,36428,74812.6667,,,,,,,,,,
2723,222525,141569,212437.6667,279747,183471.6667,251999.3333,,,,,,,,,,
4621,51417.5,,,,,47805.5,,,,,,,,,,
3399,324201,128102,,124981.3333,,114901,,185493.5,,,,,,,,
3753,141168,27627,,28938,,25621,,,,,,,,,,
3519,639473,,,,,536279.6667,,,92820.6667,60440.5,,,,,,
4791,42696,,38387,60660.3333,47331.3333,45141.3333,18569,37087.3333,,,13707,18364,23306,,21780.3333,21367.3333
5455,,76320,,73974.5,,,,,,,,,,,,
4790,,,,,,,,61058,,,,,,,,
3769,,,,,,118298,,,106881,57593,38054,,,33072,,
1882,174735.3333,228971,183254,175192.6667,187903.3333,177126.3333,190561.3333,160082.3333,196241,159751.6667,189564.6667,174278,183639.3333,162854.3333,185220,184750.3333
3467,149235,116773.5,124030.3333,185299.6667,114783.3333,279545.6667,71795,84449.6667,37030.6667,31733.3333,27508.6667,33145.3333,34295.6667,36385,43654.5,27068.3333
4943,158204,114303,124030.3333,185299.6667,114015.6667,279640.3333,71844.5,77673.3333,37087.3333,29132,34472,33668.3333,34295.6667,36290,35482.5,26916.3333
4734,79244,,,,,,,87881,,,,,,,,
4741,129559.5,,,,,,,,,,,,,,,
1216,1088878.667,,,,234224.5,660407,,,,,,,,,,
2613,313148,,,,,,,,,,,,,,,
1190,3641301.667,,1980888.5,,,2541078.5,1899096.333,,,,,,472482.5,,,
4299,75826.6667,55894,91241.6667,95799.6667,88559.6667,105578.6667,59180.6667,65178.6667,51545.6667,25876,45917.6667,34755.6667,38077.6667,29854,39883.3333,30061.6667
4633,,51060.5,38722.5,79025.6667,,46368.5,,,,,,,,,,
3167,980472,,25328.5,40078.3333,,294814,,,,,,,35075.5,,,21370
4876,76479,,,,,,,,,,,,,,,
4604,81760,,,,75418,80602,,,,,,,,,,
4282,108179,76933.5,74599.3333,113151.6667,53344.3333,94308,,78848.5,,,34168,43164.3333,55718,40361.5,48672,47616
4008,137610.3333,,,,,,,,,,,,,,,
4921,38558,50993.5,39660.3333,57925.3333,,35129.3333,44854.6667,37136,26247.6667,27359,23123,24917.5,27551.5,26369,27896,21796.3333
3924,,124056.5,98246.3333,149345,57909,93104.3333,41903.6667,45563.6667,51327,29224.5,36273,45814.3333,30047.6667,53458,43895,34803
830,491934,511947,332628.6667,309099.6667,310962.3333,731698,480783,161013.6667,63455.6667,43732.6667,42099.3333,44045,90590.6667,,128911,38722.6667
2023,332610,,290437.3333,338873.3333,449074.6667,414970,344512.3333,408124.3333,327434.6667,207823.6667,278480.3333,267522,318323.6667,296326.3333,345711.6667,317339.3333
2417,42802.3333,,18538,17705.5,36381.3333,67131.3333,24136.3333,16192,46659.3333,51630.5,49020,49086.3333,,29885.5,33218,47007.5
1883,,84982,106194,129340,,,,,53664.3333,154576,,,38708.5,,,
3109,2028066,,,,,566229,,619760.6667,,,,,52083.5,,22614,33707.3333
4167,76781.6667,,27977.6667,77419.6667,,61471,,32952.5,,,,,,,,
1097,551032,702436.5,531386.3333,509672,625745.6667,612368,558040.6667,526492.6667,504135,413799.6667,475248.3333,478648.6667,492475.3333,364612,487319,452165.3333
5156,,,,,,127084.5,,,,,,,,32403.5,27252.5,28419.6667
3910,131076.6667,142532,,117883.3333,38524,80458.3333,,,,,,,,,,
1282,299589.6667,,228170,431622,244059.3333,456722.3333,223914,183257,139314,151367.3333,129990.3333,127271,114527.3333,116587.6667,123602.3333,96758.6667
2164,314770,,227565.6667,431005,241350,454525.3333,225682,186536.3333,138726,154305.6667,121203.3333,133378.6667,116202.3333,104147,117279,100402.6667
1725,229046.3333,281730,223358,190790.3333,251811.6667,231621,231579.6667,198268,219903.6667,176779.3333,185573,181294.3333,211812.6667,165264.6667,201563,161510.6667
2242,307913.5,,320185,312411,,,,,,,,,,,,
1436,,,,250410,48009,21886,,,55890,,,,,81212.5,63192.5,58745.5
3459,,,,223460.3333,,36595,,,,,,,,,26567,
4578,64511.6667,22186.5,,20747,,21223,,,,,,,,,,
5706,36780.3333,125589,46872,74720.3333,,51758.6667,,51459,,,,,,,,
3974,131766,124380.5,100571.5,76172.6667,,46905.3333,,51459,,,,,,,,
4586,,,,,,45451.6667,,70067.6667,,,,,,,,
4863,,,,,21851.5,30599.3333,47369.3333,16866.5,,12486,,,,18300,15026.5,
2265,,87375,27011,24087,19320.3333,36896.6667,66116.6667,49269.6667,,,,,18349,,,
1535,212069.6667,180004,144555,281866.6667,169585.6667,306366,107274,114902.6667,134927.6667,153507,90549.6667,71445,92707,75271.6667,117588.6667,116496.3333
1736,104608.5,171564.5,185416.5,75368.5,,139277.6667,128672.3333,,,,,39803,,,,
1023,710890,,,714090,464098.3333,917388,,729694.5,,375837.6667,131322.5,446644.6667,454117,331997,353329,261596.5
4052,162423.3333,54154,,62265.5,,,,132453.5,,,,,,,,
3879,,,,,,209177.3333,,,,,,,,,,
5792,,,15299.6667,,15703.5,15131.3333,14372.6667,14698.5,9693.5,,9060.3333,9783.5,,,9666,
5127,,,,,,33868,,52733.6667,,,,,,,,
1703,,176388.3333,,,48827.3333,,,,,30127,,,,,,
4172,,105236.5,,,,,,,,,,,,,,
2508,,,,,,,,,,,,,48461.5,,,
4849,39653.3333,33634.6667,44457.6667,71481,44664,67164.6667,28703.5,45750.6667,22492.5,17638,20336.3333,27119,29524,21421,33603.3333,31536.6667
3061,2047348.333,,70372.6667,108836.3333,,528333,,,,52999.5,,,51052,,,25960
4731,,,,47502,,31768,,,,,,,,,,
1278,411233.3333,226258,309170,369251.6667,324154.6667,468974,363091.6667,476137.3333,271518.3333,220889,184091.6667,269456.3333,267997.6667,176980.3333,224883,196970.3333
3607,136012.6667,,71852,140452.6667,50602.6667,193390.3333,37063.5,46364,30910,22601,20900,28907,24705.5,25736,25572.5,
2621,,,374451.5,413587.5,514979.3333,,,,477002.5,,427066,275934,384453.5,415849,,405373
4396,3959883.333,,196705,252352.3333,183461.6667,1325609,45331.6667,1208773.333,,73032.5,,,102426.5,,,52273.6667
5040,,,,,,37600,,,,,,,,,,
3032,3957684,,196455.3333,251824.6667,183461.6667,1325786.333,45331.6667,1212391.667,,71757.5,,,102900,,,52282.3333
3210,630348.3333,148551.5,,223628,31310,105179.6667,19276,,,,20878,28047,19018.5,,,
1482,684890.3333,995874,,,,,292713.5,,,,,,,,,
4243,69136.6667,23283.5,,26508,,,,,,,,,,,,
437,316669.8333,,192785.5,197789.8333,302798.1667,263814.8333,217392.5,293104.1667,261339.1667,118030.5,201417.8333,149321.8333,213951.1667,191316.8333,225761.5,234135.1667
4097,23121,,,,,,,120414,,,,,,,,
4974,24523.3333,,,40641,,36157.5,,14983,,,,,,,,
2700,,,,,,,,399020.3333,,,,,362191.6666,,428350.6666,358753
930,264623.3333,253366.3333,172763.6667,168392.3333,162078,405614.6667,276644,103698,,27470.6667,25186.3333,24682,59706.5,,111845,21311.6667
3291,109678,,,,,,,,,,,,,,,
1764,465176,,434593,296369,299977.6667,290560.3333,278754,390637.5,519670.3333,382032.3333,317010.6667,395269,362972.6667,354783.3333,348618.6667,357112
5513,,,21422,35341,,27710,,,,,,,,,,
5375,25524.5,,,25963.5,,,,,,,,,,,,
4667,,,,36528.3333,,,,,,,,18479.5,,,,
1541,222616,196224.3333,211544,211522.3333,253253.6667,250017.6667,220525,220039.3333,204682.6667,169351,188590.6667,192306.3333,197607,143044.6667,203599,188455.3333
3287,179817,31462,,,,,,,,,,,,,,
1325,401733.3333,161761.3333,297731,,41189,101695.3333,,,262190.6667,177255.6667,,102511.6667,133624,118615,,118636.6667
5205,36176,,,,,,,,,,,,,,,
862,902831.3333,708340.3333,623405.3333,1386219.667,602806.3333,1132944.333,542898.3333,463655.6667,446191,368820.3333,354518,410762,366465.3333,333091.6667,334907.6667,297323.6667
4662,33126.3333,,34296.3333,59696.3333,59916.5,58386,,23038.5,,,,,,,,
3940,71716.5,,,,,29034.3333,,,,,,,,,,
1868,183801.3333,216064,179665,193425.3333,201953.6667,181153,192524.6667,199541,153344.3333,120429.6667,144294.3333,138743.3333,179803,138378.3333,162017,156355.3333
4512,43662.6667,26774,,27353,,31654,,,,,,,,,,
4193,82645,21825.5,,19201,,,,,,,,,,,,
3808,139356,,,37130,,81320.3333,,118113.5,,,,,,,,
655,,,180000000,,,,,1785193,,16966666.67,22466666.67,25133333.33,33500000,,20993614,27233333.33
1374,426052.3333,,127704,107181.5,,,,,,,,,92081.6667,,,
1802,,,,36060,,,,,,,,,,,,
5063,97672.5,,,,,,,,,,,,,,,
3944,,67978.6667,75243.3333,150789.3333,37928,65416,,,,,,,,,,
2147,78653.3333,,,145884.3333,,87146.6667,146594,161115,223108,126453.3333,157959.3333,122829,142954.6667,172875,206214,141452.6667
3622,210011,,,,,143903.3333,,289860.5,,,,,,,,
4760,45763.5,,27790,61673,,44317.3333,,29818.5,,,,,,,,
3361,148368.3333,,97318.5,,,,,,,,,,,,,
665,,,,,,,67900000,,,,,,,,,
5147,,,,,23403.5,,51856,28847.3333,19277,,,,,28974.5,22406,
2279,109120,130347,121550.6667,118245.6667,130584,121225,125371,124250.6667,139647.3333,140542.6667,142731,125249,128303.3333,114205,129145.6667,129453
2161,104291.5,120576,150714.3333,156353,124027.6667,122708,117081,143649.5,126046.5,115247,105668.3333,125297,110265,101746.5,108257.5,109599
3191,479766,,219886,505222.3333,136897.3333,717373.6667,,182417.3333,112204.3333,76048.6667,76616.6667,109977,102565.3333,90023.6667,85285.6667,75450
3218,127591,,,,,,,,,104362.6667,,,59992.5,,,46665
5542,,,,,,,,36685.5,,,,,,,,
5680,,,,,,,,,,,25931.5,,,,,
3656,171827.3333,,,43474.3333,,38143.5,,,,,,,,,,
4287,,102065,,,,,,,,,,,,,,
1961,155232.3333,197800,165684,144334.3333,169268,161094.3333,187478.6667,141513.3333,155962,154966.6667,148579.6667,130242,166480,131522,163738,118013.6667
3492,604211.5,,,84083.6667,,177871,,,,,,,,,,
4986,,,,70866,,,,,,,,,,,,
3738,147881.3333,,,55819.6667,,32199,,,,,,,,,,
3537,253345.3333,61168.5,,62294.3333,,54947.6667,,,,,,,,,,
5760,,,,,,,,,18010,13939.3333,18303,16727,9669.5,14127.3333,16330.3333,13821
2582,62159.5,,,,101565.5,76172.5,75920.5,86899,,,,,,,91918.5,
722,369385.3333,352999.6667,245008,340280.3333,246330.3333,600155.6667,444879.3333,102915,70060,35516.3333,37292,,89892,,,37130.3333
412,367843.5,298044.5,315092.1667,346874.1667,396881.1667,376615.5,339988.8333,434428.1667,427563.8333,199810.5,315039.1667,249870.1667,333006.1667,290653.5,374062.1667,338236.1667
629,,,,,,,,,42616.6667,28546.3333,5986,,17733,17327.6667,12638,10946.6667
5153,24244,,,,36378,46165.6667,42482.3333,47021.6667,20145,20454.5,20700,20165.5,,,25251.6667,17642.6667
991,,,,752491.3333,160620,119982.6667,75385.6667,93013,127121.3333,135603.3333,98663.6667,101694,144435.6667,196751,164502.3333,188321.5
5621,,,,404688.3333,,71011,,,,,,52069.5,,,67436,
3330,,,,401616.3333,,71011,,,,,,52076,,,67319,
3954,60513.3333,105260.5,,54790,13107,,,,,,,,,,,
3754,62909.6667,,,,,,,,,,,,,,,
3635,320904,,,,,139967.6667,,226515,,,,,,,,
4101,303902,,,,,138881.6667,,203570,,,,,,,,
5082,32415,,,,27748.3333,40153,28646.6667,36692.6667,21175.5,18431.5,,,,,21944,
5649,35977,,,,31041.5,26505.6667,27104.6667,30527,21175.5,19326,,,,,22621.5,
2018,,,,126067.5,,,,,41385.3333,,,,,38066.5,34403.5,29820
3978,146762,72622,,62665.6667,,60409.6667,,,,,,,,,,
5473,,,,,14587,20280.6667,17325,11276,,11247,,,,14256.5,,
5346,,45702.5,,,,,,,,,,,,,,
1417,313775.5,,,133862,,145855.3333,117780.3333,120552.6667,,,,,,,,
895,615788,558017.6667,531003.6667,1139940,402990.6667,960411.3333,262888.3333,214811.3333,280343.6667,196289.6667,210602.6667,256412.3333,250288.6667,226981,243710.6667,195759
5426,,,,,17428.5,,,35162,,,,,25038,,,26541
1372,301292.6667,274993,176879.3333,209016,167589.6667,342926.3333,192937.3333,127511.3333,92902.3333,124539,138022,146828,100738,94107.3333,96827.6667,140919.6667
1110,830839.3333,1034610,837350.6667,767036,942588,916539.3333,829016,782855,803654.3333,671581.6667,743225,747987.6667,785996.6667,583908.6667,737488.6667,708532.6667
2414,236902.3333,217233.5,234310,250277,327863.3333,278663.3333,222269.6667,253985.6667,284822.6667,150558.3333,227208.6667,174834.3333,206973.3333,270787,245312.3333,233831.3333
988,821305.6667,1027909.5,816377.6667,773969.3333,944712,906848.6667,856733.6667,786584.3333,758436.6667,658855.6667,750049.3333,741975,766851,573983.6667,717135.6667,700273.3333
4410,,,31637.6667,65928,20935,58021.3333,,29325,17081.5,,,14602.5,15059,,18735,15262.5
3323,557577.6667,230570,,,30015,234863.3333,,355327.5,,,,,,,,
