Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
1543,,,,,,,,,425.9923,,1110.8625,984.9768,,,,1000.3922,,583.8587
5207,,,,,,,,150.2636,105.4067,,,130.6703,,,138.8079,128.9125,,103.0697
1545,,,,,,,,341.4431,,,,143.279,,235.8816,261.5723,347.2231,,
1546,,,,,,,173.2811,,,,,,,,146.4538,256.4661,,
1547,,,,,,,171.7414,,,,,,,,,,,
1550,6981.475,,,2577.4215,3619.6982,,,,,,,,,,,,,8361.2401
1551,,,,,,519.4828,605.3621,511.6276,,296.2566,253.2714,295.567,,509.2649,,491.3892,,240.1851
1552,,,,,,,,376.4968,127.7574,202.4952,335.5928,257.1677,,323.5514,248.636,413.5271,,
1554,,,,,,,157.7219,,,,141.9239,,,300.4731,,390.0195,,
1555,,,,,,2203.0491,2335.2421,2771.8004,,857.1089,1703.2471,1008.8947,,,2180.9119,2757.0383,,1155.2599
1559,,,,,,,,,,84.6427,,,,,,105.878,,
1560,84298.14,9091.762,1051.0825,28874.8157,46502.53,,,,,,,,,,,,,109938.9565
1561,,,,,,59.4787,63.631,,,,,,,,,,,
1566,,,,,,,,,,,617.5018,572.1967,,,,,,
1567,,,,,,102.8697,,111.0606,,109.2604,167.6052,138.984,,,,110.9715,,
1568,,395.8086,,,117.384,,,,,,,,,,,,,
1570,,,,,,,122.6435,,,,154.2351,,,,,,,
1571,,,,,,,412.8657,,,268.5891,,342.0869,,,,521.3692,,
1573,675.0586,,,276.3226,365.5316,,,,,,,,,,,,,
1574,18088.4313,,,,12490.2543,,,,,,,,,,,,,18733.8628
1576,,,,,,,,236.7075,,754.2029,,,,,,,,
1577,,,,,,,140.8559,140.3612,,,,125.0891,,,119.1376,,,
1579,,,,,,,,468.2286,,,,,,,,,,
1580,,,,,,265.5484,253.3002,367.7574,,170.5705,440.7851,207.1821,,395.8212,299.6917,457.0939,,127.0372
1581,256.2402,,,,,,,,,,,,,,,,,
1583,14423.105,1457.4998,163.0806,4787.7682,7681.0835,,,,,,,,,,,,,18776.1205
1585,3726.8637,,,,2477.2627,,,,,,,,,,,,,3850.4228
1586,102.4576,102.9336,,,,,,,,,,,139.4475,,,,,
1587,16893.08,1376.1644,,,8203.18,,,,,,,,,,,,,12156.3675
1588,,,,,,,,,,,,,,64.2066,,,,
1589,,,,,,,139.6258,136.0418,,113.2377,,145.7834,,128.2769,,,,
1590,,,,,,890.0471,860.7281,1104.3036,,271.1082,,,,858.0569,896.5493,923.3982,,
1591,,,,,,,,,,247.6462,424.6009,272.4806,,,,,,
5209,,,72.6314,,,,,,,,,,,,,,,
1594,,,,,,,204.0244,112.6245,,,,,,100.1308,,,,
1593,,,,,,218.1317,235.4826,178.4424,,,,189.1418,,,,,,
1595,,,,,,,303.9663,167.7712,,,,,,143.284,102.0817,,,
1596,,,,,,173.3845,,167.5054,,,,,,,103.1475,,,
1597,3002.1776,,,,,,,,,,,,,,,,,6736.7329
1598,,,,,,163.7432,152.461,163.6054,,,144.5443,,,144.1901,155.1782,145.035,144.7475,
1599,,,,,,562.1426,729.1405,,263.0029,322.2968,342.6245,,,665.2671,391.4876,656.3114,,
1600,,,,,,,932.4411,645.9292,248.3217,239.9818,403.7731,,,1036.1809,890.5336,1037.6908,,
1601,,,,,,513.0039,,644.7022,158.9947,,614.2692,526.1464,,,556.7929,807.9334,,
1603,2568.1243,,,,1062.5452,,,,,,,,,,,,,
5211,,,,,,,239.5996,349.1963,228.809,168.4587,,,,184.4134,207.6096,205.7705,,298.0165
1604,,,203.572,,,495.1519,584.1571,712.4548,,,857.4215,,,653.6216,650.8334,592.2243,,616.9893
1605,,,,,,826.5329,778.8208,,662.1615,,769.5054,717.6704,,1051.6599,1195.5134,1804.6245,,670.1649
1606,,,,,,,,,228.833,,139.2166,188.5411,,,,,,
1607,,,,,,3706.1008,5613.4691,5479.6976,,1600.4756,3336.8596,2214.4258,,4425.2704,4416.0417,5406.6102,,2140.9204
1608,,,,,,,,431.2279,,,,,,,,,,
1614,62.9932,,,,,,,,,,,,71.5022,,,,,
1615,,,,,,,,,,,,,,,,181.499,,
1616,,,,,,155.715,191.2568,167.6906,,116.6682,149.1336,118.9184,,186.8078,120.1322,231.3592,,
1617,,,,,,267.7583,,395.5087,,,,,,,,,,
1618,,,66.1802,,,,125.6882,118.4018,93.2788,148.5352,126.0022,132.3998,96.6307,,,,,
1619,,,,,,782.3717,919.1181,992.3488,,,556.5317,330.1085,,734.3687,723.7018,893.7003,,
1620,,315.45,361.0074,,,,,,,,,,,,,,,
5212,,,,,,,,387.7839,,,,,,,,,,
1621,102998.945,20033.877,3167.1555,38346.4682,66187.305,,5387.409,6114.9295,,1625.5422,,,,7912.8635,7600.2277,8794.6382,,125816.614
1623,,,,,,,,197.273,,,,,,,,,,
1624,,,,,,,,,115.5176,122.468,,,,,,,115.7338,
5213,,,,,,139.2637,,,,,,,,,,,,
1625,,,,,,269.7435,290.6408,,,,,,,,,159.3993,,
1626,,,,,,,,403.3329,,,,351.3795,,,,,,
1627,,,,,,,,,,,275.4468,,,,,259.3451,,
1628,130.6324,162.5173,,,155.4969,192.4513,255.4242,,188.6495,208.2523,211.3283,214.6849,,229.021,,239.3269,,
1629,523.0369,,,,,,,,,,,,,,,,,
5215,,,,,,104.5802,,,,,,,,,,,,
1631,,,,,,,,,,257.1557,369.0699,439.2537,,272.4663,249.3772,387.3175,,
1632,,,,,,,,,,,,,,,,364.4785,,
1633,,,,,,583.8328,,581.1973,389.4501,,,309.1068,,647.8483,515.6761,861.3147,256.7871,
1634,,,,,,590.665,798.7775,984.6412,380.6522,960.5783,1498.3312,1226.7977,,957.1167,1026.6211,1682.4716,,
1635,,,,,,278.473,285.1142,338.8634,,,,,,,302.0619,,,
1636,,,,,,697.066,809.0604,438.1252,,,114.9076,,,115.1761,,,,
1637,,,,,,431.3946,,388.9038,98.5524,,221.9148,155.9234,,329.0653,257.8104,419.3938,,
1638,,,,,,295.9745,291.757,337.67,,,320.3407,215.2245,,386.9072,353.6049,,,205.8054
1639,,,,,,,509.0401,826.7261,388.7901,309.6752,360.2668,279.643,,,,498.7712,,
1640,,,,,,,,,154.8794,,,,,,,,,
1641,,,,,,,,,,,,,258.7412,,,,,
1642,35444.6919,,,11399.8224,22558.0859,,,,,,,,,,,,,40868.3704
1645,,,,,,987.764,,1095.1426,,,,,,1591.3272,2088.7336,1838.6241,,
1646,,,,,,4015.8985,6389.5385,5952.5512,,966.918,1693.0365,916.9766,,1905.6131,2018.3002,2694.7905,,1728.6612
1647,,,,,,,,,,,,65.6723,,,74.8452,,,
1648,,,,,52.0992,,,,,,,,,,,,,
1649,,,,,,,,,,,373.1682,341.6477,,,,,,
1650,,,,,68.8283,,,,,,,,,,,,,
1651,,,,,,,,,,,,,,,156.0344,,,
1654,,,,,,,,,,,,,,,,,,867.0978
1655,5744.6533,,,1579.1053,3054.5688,,,,,,,,,,,,,5925.2351
1656,,184.9022,198.79,,185.7915,,,,,129.9549,,,,,,,,
1657,,,,,,145.6009,,,,,,,,,,,,
1658,,,,,,,,,,,,,,186.5014,,,,
1659,202.0255,,,,,,,,,,,,,,,,,
1662,,,,,,,,,,,,,,,,,142.3281,
1663,,,,,,,,356.2936,,,,226.114,,301.5021,,441.0191,,
1664,,,,,,1406.3444,779.6784,1010.3698,441.0755,601.864,805.9642,,,,,1604.8552,190.7047,347.2624
1665,,,,,,324.1957,,313.7338,124.533,335.9209,,495.2202,,,,405.2513,,
5216,,,,,,187.146,,198.7889,,,,,,1228.1533,,1293.9203,,
1667,295.3534,,,,,,,,,,,,,,,,,289.9625
1668,,,,,131.2378,,,,,,,,,,,,,
1669,,96.3037,,,,200.6662,,462.8163,326.6548,181.3538,,,,217.1799,152.4777,,,282.3279
1671,,,,,237.3534,301.1717,,310.2727,229.523,,,265.7164,275.4813,340.9733,,218.4,,
5218,,,,,,,268.3955,,,,176.0058,,,,,140.0373,,
1673,,,,,,,311.2097,341.7845,,,231.6609,184.7012,,,,,,
1674,,,,,,223.24,272.534,207.4625,,,153.823,,,,,,,
1675,,,,,,206.3146,,202.6292,,,,,,192.8514,,232.1682,,
1678,,,,,,282.6859,,,,,262.5311,237.454,,312.6824,,283.3235,,
1679,,,104.1611,,,,,,,,,,,,,,,
1681,,,,,,13272.9333,14729.9077,15259.361,8346.9452,13345.018,19412.24,17276.7683,,15689.0813,14583.701,16964.412,,10552.9466
1683,12129.2511,,,3857.9528,7618.4041,,,,,,,,,,,,,14297.6069
1684,13776.487,1335.4237,138.9109,3133.1141,7408.179,,,,,,,,,,,,,10838.8028
1685,,,,,,1272.9707,2031.4924,2111.4174,,,469.9604,,,601.5527,618.0709,859.1032,,540.29
5219,6628.119,237.2462,,1513.2123,3279.56,,,,,,,,,,,,,7035.7262
1687,56345.12,5952.9014,671.4661,17643.4622,31901.066,,,,,,,,,,,,,74134.4865
1688,9385.689,,,,4302.949,,,,,,,,,,,,,6335.1023
1689,,,,,,448.5728,392.7108,311.5028,,596.953,894.8094,,,824.9893,529.4539,794.9548,,
1690,,,,,,,,,40.4394,,,,,,,,,
1694,1836.4991,,,499.1653,1045.8275,,,,,,,,,,,,,1900.9745
1695,,,,,,,,,,,303.2952,,,,,,,134.2607
5220,299.7695,,,,,,,,,,173.0856,,,,,115.0767,,
5221,,,,,,,,,,,,186.7404,,,,,,
1698,,,,,,,,,,,,,,129.2643,,,,181.6149
1700,,,,,,,972.8114,495.0913,,166.7575,960.091,381.7835,,174.083,906.8969,847.2667,,
1701,,,130.6319,,,,,,,,,,,,,,,
1703,,,,,,211.154,,,,,,,,,,,,
5222,,,,,,203.577,,,,,,,,,,157.4897,,
1706,,,,,,,203.2365,163.3483,,,,,,,,,,
1707,,,,,,,285.8934,247.9732,,,122.4685,,,,,,,
1708,,,,,,,,,,,,,,,,130.4663,,
1709,,,,,,,,128.1459,,,,,,,,,,
5223,542.5,,,,234.4418,,,,,,,,,,,,,578.2603
1711,8715.034,872.4456,,2616.5896,4779.613,,,,,,,,,,,,,11143.5612
1712,2059.2756,,,,894.496,,,,,,,,,,,,,
1713,,,,,,,,,,186.6231,,,,,,,164.3323,
1714,,437.3054,,,,162.9799,,,,,,,,,,,,
5224,,,,,,,,,,,,,,,,132.8236,,
1717,,162.0036,284.0637,,,,,,,,,,,,,,,
1718,,,,,,2305.7287,2502.6939,2591.057,1415.3555,2409.2784,3296.5229,2989.5849,594.7581,2653.9291,2515.8127,2864.5662,,1886.5344
1719,813.012,86.4252,,,416.1753,,,,,,,,,,,,,552.2219
1720,,,,,,79.2018,,,,,,,,,,,,
1721,,,,,,18082.7797,22827.0637,21646.0793,,6885.2193,15742.1957,9508.5273,,15620.0873,16240.484,18663.2303,,9642.4986
1722,,,,,249.6652,,,,,,,,,,,,210.8003,
1723,,,,,,,1389.2225,,,,,,,314.9544,,,,
1724,452.1637,,,,252.7171,,,,,,,,,,,,,
1725,989.6829,52.9508,,295.9461,529.8374,,,,,,,,,,,,,
1728,,60.9096,,,,,208.9064,242.6966,284.1726,,253.1211,271.4565,311.095,227.2905,299.2769,256.1267,302.3599,
1730,,,,,,,,,,,369.9915,,,,,,,
1731,,,,,,,,,,112.9479,,,,,,,,
1732,,,,,,,,,,,,,,,,,,143.2507
1733,,,,,,,,409.7059,,586.6469,935.205,,,,,497.7216,,
1734,,,,,,,,,,472.2474,992.7082,,,,850.0839,1261.1585,,
1735,,,,,,,324.2858,341.0841,,403.4185,628.2096,497.7857,,584.2192,,744.1317,,279.9512
1736,,,,,,,,,,,109.249,,,,,,,
5225,,,,,,1055.5069,905.16,1400.8867,,168.9601,516.0905,,,758.4841,714.5397,860.9938,,
1739,,,,,,,,,,,,,,,,,111.6999,
1740,,,,,,,1133.9005,,227.3699,,,,,,,,,
1742,,,,,,255.9327,193.6971,201.1365,,,124.4919,,,265.2197,,,,
1741,,,,,,258.5705,,,,,271.1224,,,,253.7862,291.0672,,
1743,,,,,,,,189.966,,,,,,,,,,
1746,,,,,,,,,,,,,,,,,,358.4973
1747,,,,,,,,,,,,,,,,,,1511.9537
1748,,,,,,,,,,,,,,,,151.0211,,
1749,,,,,,,757.5638,855.606,221.9808,199.3716,401.0477,266.5453,,624.5406,587.1046,775.6653,,319.242
1751,,,,,,,,,,,,,,,,102.5971,,
1752,,,,,,,,,196.6338,321.8816,494.106,,,420.1161,,394.6826,,
1753,,,,,,5911.6721,7583.922,7056.6696,,2285.0918,5207.9865,3095.485,,5099.241,5383.8166,6200.442,,3100.5519
1754,,,,,,,,190.5005,,,,,,110.0744,,,,
1755,,,,,,,,,,,,,,61.595,,103.4587,,
1756,,,,,,,,,,168.1297,,,,,,,,
1758,,,,,,1132.5211,1273.9368,1408.1128,,940.1509,1254.8874,1325.8146,,809.3598,757.1953,,,678.0958
5228,,,546.5474,,516.0512,326.774,,247.985,,,,,,,,,,
1760,,,,,,245.1688,,,,,,,,,,455.5415,,
1761,,,,,,,,,,376.8523,,,,,,,,
1763,,,,,114.7535,,,,,,,,,,,,,
5229,,,,,,963.6914,,679.6622,986.2046,,,562.1057,727.0289,735.2055,673.8374,605.3215,743.9778,631.5815
1764,106.1882,484.7619,515.5381,,,,,,,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,1166.7535
1766,,,,,,,,,,,,,37599.7215,,,5090.2497,,
1768,3142.193,,,,,,,401.2008,,,,224.5633,,295.6544,255.1792,,,4104.0701
1769,,,,,,612.0583,807.7558,,,,,,,,753.2929,,,
1770,,,,,,230.6531,,286.2826,,,331.3708,257.5858,,470.7068,,670.484,,
1771,,,,,,2221.6793,,,,3139.3905,4649.1635,2179.2216,,4693.7955,3022.4661,4584.3191,,1671.1018
1773,,,,,,,,322.8495,,105.1878,334.6786,,,339.3242,306.8379,472.8025,,147.4188
1774,,,,,,267.4894,418.3517,303.2577,,,301.0451,178.4794,,250.7711,,,,148.8368
1775,,,,,,331.8888,370.1227,,,,,,,693.599,,,,
1776,,,,,,,,,,,,,,130.6816,,,,
1778,,,,,,76.4646,,,,,,,,,,,,
1779,,,,,75.5981,108.7822,,89.0431,106.6272,,,,80.867,,,146.3541,,
1780,56.2527,78.8965,,,,,,,,,,,46.4331,,,,,
1781,,,,,,,,,,,,,5131.999,,,,,
1784,,,,,,,38.0743,,,,,,,,,,,
1785,,,,,,,,71.0598,,,,,,,68.4326,,,
1788,1807.3748,,,,,,1616.357,,,,,,,,,,,2408.2734
1789,,,,,139.3912,121.8019,,,,,121.0703,107.6748,,,,,,
5230,,,,,,846.6022,1537.9898,,,,,,,,592.7256,,,
1790,,,,,,,,,,,229.4452,212.7464,,188.4545,,205.0302,,
5231,,,,,,,161.4063,158.8682,,,,,,,,,,
1791,,,,,,113.9748,,,,,,111.4659,,,,,,
1793,,,,,,354.2297,484.8989,302.5843,,190.3435,350.4274,282.8335,,341.68,333.5947,390.4198,,
1794,,,,,,872.3315,919.1163,984.2006,483.5038,683.2096,930.8192,745.7697,107.8503,,718.6808,1370.4771,,519.8682
1795,,,,,,1082.3025,1090.3597,530.3399,257.141,262.2958,410.4342,507.3165,,684.3876,562.3107,,237.1976,
1796,,,,,,,,,,,232.5227,,,,,,,
1797,,,,,,,,,,117.713,,165.1888,,,154.4762,,,
1798,,,,,,,,,,,,,,165.8991,111.9692,,,
1800,,,,,,,208.5321,174.0405,,,264.4606,212.3772,,346.8479,259.6909,432.9723,,
1801,,,,,,215.9045,328.106,320.1375,,179.2883,,,,335.2705,537.9995,,,
1802,,,,,,512.1276,734.7268,905.2926,294.2374,300.8554,268.4823,344.5852,,909.0315,582.5707,1430.9334,,
1803,,,,,,196.0258,,,,,,110.1601,,167.935,145.8819,251.9242,,
1804,,,,,85.6244,,,,,,,,,,,,,
1805,,,,,,,,183.7419,,,,,,,,230.1664,,
1806,,,,,,,,,,,,97.6406,,,,,,442.9369
1810,,,,,,520.4475,,,,143.4535,,187.7022,,402.9697,,,,185.6645
1809,,,,,,199.7991,,,,,,,,,152.3699,,,
1811,,,,,,165.6632,,178.14,,138.5993,,181.2577,,243.0236,285.0665,343.7931,,
1814,173.5241,,,,,,,,,,,,,,,,,
5232,,,,,,,1508.0075,,,,,,,,517.0561,,,
1816,,,,,,382.4728,294.3022,380.5922,184.4724,193.9731,210.9538,,,276.7861,265.0778,239.1155,,
1817,,,,,,,436.3422,,,,,,,,,,,
1818,,,,,,,263.7124,,,,,,,,,,,
1820,,,,,,,163.1404,150.2757,,,173.5456,143.3477,,,,168.5204,,
1822,,,,,227.67,,,,,,,,,,,,,
5233,,,,,,,121.1929,124.0278,,,,,,,,,,
5234,,,,,,367.649,329.8213,276.8372,,,160.4275,,,126.3601,,,,
1823,,,,,,424.6058,983.7598,1195.996,,388.8081,471.4282,511.0657,,,338.0166,,,
1824,,,,,,1810.4898,1374.2954,1121.0741,572.2632,592.3587,,761.7675,104.3468,968.2322,854.1691,1096.8982,215.2494,521.0005
1825,,,,,,1208.2487,1200.2003,,268.2202,455.7878,1000.7728,785.0031,,1000.3473,884.034,,240.969,
1826,,,,,,634.9276,868.8532,699.0995,354.5868,273.2229,495.626,437.5727,,543.3702,411.565,740.6198,239.7438,
1827,,,,,,173.6933,184.2742,178.0525,,,150.8837,132.3084,,,,,,
1828,321.1247,,,,,,,,,,350.1414,,142.6716,,,,,
1830,,,,,,440.0674,487.1847,600.424,,377.3895,797.4768,581.7046,,757.8639,,1108.8349,,
1831,,,,,,4854.3188,5024.0358,6027.8156,946.7875,1525.6803,2607.9303,1828.5594,,5212.6481,5017.6211,6271.1486,257.9461,2584.2178
1833,,,,,,,,1290.6427,,524.2183,,,,895.1945,803.6719,962.457,,604.4305
1832,,,,,,9600.1717,10196.108,11919.2473,1918.1233,3699.3028,7092.9852,4412.2842,,9554.252,9279.336,11588.0377,377.4025,5073.9729
1835,,,,,,,,316.5786,,,,,,,,,,
1836,,,,,,,,160.1582,,,,,,,242.9035,517.9982,,
1837,,,,,,,,,,,,,,,,152.5635,,
1838,,,,,,46.8035,,,,,,,,,,,,
1839,,,,,,,,689.2262,,,490.4847,,,,,,,
1842,,,,,,,948.628,659.5672,,219.0477,480.6517,,,,,309.9158,,202.1367
1843,673.296,,,,,,930.7683,,,277.4138,,,,710.8817,663.3536,804.7073,,
1844,,,,,,941.6915,1384.2091,1174.9372,,366.156,950.2356,,,358.0216,455.7679,,,249.2962
1846,,,,,,194.8058,,148.5529,,130.6996,163.2736,146.1476,,193.5508,171.5946,238.966,,105.958
1847,,,,,,,,,,,89.7102,,,55.2079,,73.8023,,
1850,,,,,,,,,,158.6757,,,,,,,,
1852,,,,,137.4111,,,,,,,,,,,,,
5238,,,,,,258.3841,558.8549,,,,257.1093,,,,,,,
1853,,88.1057,,,,2043.4729,2382.3473,2901.0649,701.5484,874.2162,1385.1633,1027.5036,200.1813,3162.1944,3332.1333,3886.8371,535.908,1472.449
1855,,,118.0432,,,,,,,,143.6927,,,,,,,
1858,,,,,,,259.2254,195.119,,,,,,,,,,
1859,1281.9734,,,,660.6671,,,,,,,,,,,,,2851.2106
1860,8334.606,1070.52,129.205,2398.128,4880.5415,,,,,,,,,,,,,9534.179
5241,,,,,,1194.6288,1150.1957,1671.6234,,,891.2764,296.7264,,,1195.9183,,,576.3859
5242,,,,,,,,154.4443,,,,,,,,,,
1862,,,,,,,,168.9617,,,279.0784,,,277.3847,,,,194.2558
1866,,,,,,345.9158,298.9575,312.8774,185.6639,229.7795,384.054,354.7191,,221.0221,231.5455,,,
1868,,,,,,350.8277,,440.176,157.9554,285.1979,389.3218,322.7212,,221.2281,218.527,402.1692,,285.6591
1869,,,,,,,313.2152,340.7658,188.8569,,310.5978,214.0153,,,,335.5025,,
5243,,,,,,,,,,,,,,200.4849,,181.3999,,
1870,,,,,165.7339,,,,,,,,,,,,,
5245,,,,,,686.2753,350.0829,610.5017,,197.9428,,427.8452,,,410.4813,,,303.316
5244,,,,,,,453.7149,1419.1406,,205.4388,,354.6607,,,371.027,242.6358,,287.656
5246,12783.561,,,3021.7416,6183.0225,,,,,,,,,,,,,19390.5342
5247,,104.1901,,,107.0233,253.7101,254.6522,,,,256.9252,,,238.2141,,,,
1872,,,,,,,,,,,,,,,,,,532.8445
1873,,,,,,921.7537,1062.6046,954.9211,400.8222,346.0879,1126.707,514.7484,,1711.9856,1037.588,1010.9536,,905.8198
1874,182.7841,188.698,201.9884,,,236.2789,,234.9032,280.4399,258.1419,247.5132,,,238.5147,277.9817,,,
1875,,17.1994,,,,,,,,,,,,,,289.9494,,
1876,,,,,,172.932,263.1995,211.0593,,66.6011,,93.3138,,63.2914,92.6377,81.636,,
5248,,,,,,,,,,,,,,224.944,,,,
1878,,,,,,263.898,380.6053,3368.7241,,,235.6044,,,277.784,413.6596,620.5253,,
1879,,,,,,,352.3798,313.2266,,,,,,,,228.8818,,
1880,,,,,,256.6301,,433.9238,,,199.6175,165.1257,,234.341,260.7151,286.4036,,
1881,,,,,,,,319.1268,94.1606,,,126.0873,,115.7866,189.4384,176.0808,,
1883,,,,,,,189.9036,423.0016,,,,,,,,,,
1884,,,,,,245.6411,694.2478,313.4791,,,181.1113,,,,,591.2464,,
1886,,,,,,1004.3981,1134.9585,1000.2816,,,1121.1154,,,,,774.9036,,278.3923
1888,,,,,,,,1147.946,,,,,,,,,,185.5867
1890,,,,,,1411.5647,1561.654,2053.023,469.6797,506.5039,914.9998,726.8199,113.0922,2088.3963,1965.9449,2780.8067,362.5051,1090.1535
1891,,,,,,,171.299,148.5021,,,,,,,,,,
1892,,,,,,,564.0468,,,,,,,,,,,
5251,,,,,,,120.3813,,,,,,,124.4046,,168.2063,,
1894,,,,,,,,167.6484,,,,,,,,,,
1895,,,,,,170.1151,,231.6863,,,,,,249.2726,,,,
1896,,,,,,174.6895,233.8131,255.6932,140.6026,317.0313,478.1561,342.8559,,253.1927,,311.2579,,
1898,239.0531,,,,,,,,,,,,,,,,,459.6129
5252,2763.9382,152.4421,,901.7939,1599.3945,,,,,,,,,,,,,2756.5377
1899,,,,,165.0632,,,,,,,,,,,,,
1900,53864.305,7359.532,966.5189,18597.9245,33169.71,,,,,,,,,,,,,65176.3622
1902,,,,,,404.5432,481.9309,,162.392,236.6588,,282.1083,,,318.7717,,,
1903,,,,,,461.3192,846.3865,434.4578,244.86,,472.6484,325.234,,422.2077,396.8354,450.3128,,212.3946
1904,,,,,,240.5015,,,,,,,,187.6103,,191.2974,,
1905,,,,,,,,412.9004,,,,,,,,,,
5253,,,,,,,,,,,,,,409.5385,,,,
1906,714.2204,,,261.7341,,,,,,,,,,,,,,
1907,,,,,,608.8318,482.8461,753.0164,,599.872,940.6854,718.921,,805.8743,724.1121,1608.7645,,426.656
5254,,,,,,618.9859,564.6789,379.9605,,,134.974,,,215.8404,,238.1547,,
5255,,,,,,,640.5786,1216.4046,703.193,136.6851,775.3715,477.1837,,555.877,519.9841,407.438,,462.3001
1909,,170.9925,164.0997,,,1083.2877,1126.3108,1373.1284,608.1628,557.0235,875.4365,,,1238.6648,1213.2992,1277.5056,,716.2095
1910,,,,,,,291.9321,,169.7948,,193.3833,,,,,,30.2936,
1911,,,,,,345.5822,462.878,350.9924,,,,236.4011,,238.6874,268.6738,,,153.4763
1912,,,,,,530.5421,717.8891,,,,,,,,,134.4535,,
1913,,,,,,303.2762,260.4675,323.9866,,,,,,,,,,
1915,,,,,157.9847,,,,,,,,,,,,,
5256,6825.3594,,,1698.5366,3490.8618,,,,,,,,,,,,,6561.9096
1916,51310.883,4880.5566,,15047.6922,26355.754,1199.997,1565.5908,1513.665,,,,,,,740.8836,,,54934.9782
1918,97346.54,15959.238,1723.5276,35874.6003,57328.707,,,,,,,,,,,,,122246.01
1919,7575.9053,1024.0962,,2612.4554,4694.8184,,,,,,,,,,,,,9181.6427
1921,,,,,,,,,,244.5536,,,,,,,,
1922,,,,,,,,74.3052,,,106.9475,78.2124,,,,200.928,,
1923,262.2856,,,,,,,,,,,,,,,,,
5257,,,,,,,,,,,,,,124.4517,,,,
1925,,30.5473,,,,,131.8345,184.2916,80.0378,,,,,149.4556,,,,89.5477
1926,,,,,,,260.0534,243.7882,,,,,,,,,,
1927,,147.6596,179.1681,,,,,,,,,,,,,,,
5258,,,,,,,,,142.5437,,,,,,,,,
1928,,,,,,,,,,,170.4048,146.2056,,,,149.8758,,
1929,,,,,,253.6642,238.6628,302.5367,75.8328,88.8583,160.9684,,,277.7393,339.3822,434.9022,75.1637,160.5943
1930,,,,,,129.1598,215.6135,,,,,,,,,,,
1932,226.4203,,,,,,,,,,,,,,,,,
5259,,,,,,,154.2542,,,,104.1938,,,,,,,
1935,,,,,,,338.5635,271.1869,,,248.458,,,198.8517,287.1842,,,
1936,,,,,,,,,,,,,,,,236.4331,,
1937,,,,,,334.4782,536.6901,454.9103,,179.6275,407.1485,237.4179,,,98.7199,,,
1938,,,,,,,225.1923,,,,,,,,,,,
1939,2932.3862,416.3797,,995.9043,1756.1823,,,,,,,,,,,,,3554.2338
1941,,,,,,,,117.3235,,,,,,,,,,
1942,,,,,,,,,,,,,,,,156.1414,119.2465,228.3611
1944,169.0604,,,,,,,,,,,,,,,,,
1945,,,,,,,,,,,,,,,,194.4337,,
1946,,,,,,,1352.1643,596.5617,,,1126.9175,452.6578,,,1100.1261,816.2231,,
5260,,,,,,238.3828,188.123,,,,,,,,,,,
5261,,,,,,186.6582,140.8082,,,,,,,,,75.1299,,
1947,,,,,,,414.7354,,,,,,175.1862,,,,,
1948,,,,,,,,,,,,,,,202.7899,,,
5264,,,,,,,,256.3046,,,168.1277,,,226.1322,198.2607,263.6927,,
1950,,,,,,,,,,,,,,,,1171.6609,,
1951,,,,,,7760.4396,8135.86,8552.495,10410.301,7994.7218,10513.259,9535.7937,,8568.4206,7957.7762,9481.8083,,6896.9991
1952,,,,,,3525.8871,3059.1648,3567.8706,,1467.7381,2580.2414,1792.2401,,8029.4332,7127.523,6743.4196,,2619.5593
5266,376.8757,,,,172.9406,,,,,,,,,,,,,347.5256
1953,2925.8967,251.5479,,870.0074,1569.9991,,,,,,,,,,,,,3273.0496
1956,339.6233,393.461,,,,,,,,,,,,,,,,
1957,,,,,,1565.477,2433.2672,2297.6126,,,608.6587,,,754.3778,823.0165,1148.4024,,717.361
1958,323.3439,,,92.557,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,269.0007,,,
1962,,,,,,,,,412.5992,538.3771,,,,746.0286,,333.3573,356.4511,
5270,,,,,,,,,,,,,,211.9951,,,,
1963,,,,,,973.6682,1078.9658,1327.5291,,,,,,1107.7737,1094.6801,1404.5178,,615.1401
5271,,,,,,,,,,,,,,194.1669,,,,
1964,,,,,,,,,,179.8187,275.7537,211.3963,,160.9915,,144.8875,,
1965,,,366.5246,,,,,,268.3923,,,,,,,,,
1967,,,,,,,,574.7999,,,1673.1159,1005.6892,,,,,,
1968,,,,,,,,279.6613,,,134.3846,,,,,203.2955,,
1969,,,,,,,,,,,,211.782,,242.1448,,248.8589,,
1970,,,,,,,,,,435.3035,666.9469,499.2036,,672.1569,,1090.4837,,268.037
1971,,,,,,,,677.6679,,,,797.9922,,,,,,
1974,,,,,,,133.2136,,,,,,,,,162.1872,,
1975,,,,153.7089,,,,,179.5487,507.4625,,,,,,,195.2294,
